NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_100	EXOSC8	18322	-1.784727931022644	-0.7015572	Yes	
row_101	RAD21	18437	-1.8443002700805664	-0.70310634	Yes	
row_102	RFC2	18458	-1.8525002002716064	-0.6999472	Yes	
row_103	POLD2	18482	-1.8710503578186035	-0.6968961	Yes	
row_104	ESPL1	18620	-1.9586728811264038	-0.69933605	Yes	
row_105	RAD51AP1	18688	-2.0040502548217773	-0.69818175	Yes	
row_106	WEE1	18695	-2.0074496269226074	-0.6939764	Yes	
row_107	DNMT1	18719	-2.0192534923553467	-0.6905927	Yes	
row_108	SNRPB	18799	-2.0720014572143555	-0.6898846	Yes	
row_109	CDK1	18824	-2.088390827178955	-0.6863957	Yes	
row_110	TOP2A	18858	-2.114254951477051	-0.68329775	Yes	
row_111	RPA3	18891	-2.1431970596313477	-0.68008494	Yes	
row_112	SLBP	18916	-2.1669905185699463	-0.6764196	Yes	
row_113	MXD3	18959	-2.204641819000244	-0.6735679	Yes	
row_114	ILF3	19058	-2.2928614616394043	-0.6733121	Yes	
row_115	KPNA2	19076	-2.308581829071045	-0.6689798	Yes	
row_116	CIT	19113	-2.346670150756836	-0.66551	Yes	
row_117	DONSON	19129	-2.360255479812622	-0.660962	Yes	
row_118	SPC24	19151	-2.3830296993255615	-0.65666217	Yes	
row_119	UBE2S	19180	-2.4129281044006348	-0.6526445	Yes	
row_120	ANP32E	19189	-2.4250943660736084	-0.6476017	Yes	
row_121	TRIP13	19191	-2.427154541015625	-0.64220506	Yes	
row_122	HMMR	19289	-2.5100502967834473	-0.6414121	Yes	
row_123	SRSF2	19337	-2.5598623752593994	-0.6380127	Yes	
row_124	NAP1L1	19449	-2.703641653060913	-0.6374838	Yes	
row_125	MCM6	19451	-2.706124782562256	-0.6314611	Yes	
row_126	LIG1	19458	-2.7153639793395996	-0.62566715	Yes	
row_127	RANBP1	19500	-2.766129493713379	-0.6215055	Yes	
row_128	DEK	19517	-2.7890303134918213	-0.6160452	Yes	
row_129	KIF18B	19526	-2.8170249462127686	-0.6101229	Yes	
row_130	MCM4	19527	-2.8172454833984375	-0.60380095	Yes	
row_131	MCM3	19530	-2.823883295059204	-0.5975639	Yes	
row_132	DEPDC1	19532	-2.8249168395996094	-0.5912747	Yes	
row_133	BUB1B	19552	-2.8572216033935547	-0.585811	Yes	
row_134	UNG	19555	-2.862872838973999	-0.5794865	Yes	
row_135	CKS2	19583	-2.9069340229034424	-0.57431036	Yes	
row_136	RACGAP1	19618	-2.9721388816833496	-0.5693372	Yes	
row_137	SPAG5	19660	-3.05141544342041	-0.5645354	Yes	
row_138	HMGA1	19662	-3.052992820739746	-0.5577344	Yes	
row_139	SMC4	19672	-3.0681583881378174	-0.5512984	Yes	
row_140	PSIP1	19673	-3.0706143379211426	-0.5444079	Yes	
row_141	UBE2T	19696	-3.1213231086730957	-0.53850126	Yes	
row_142	TMPO	19707	-3.1361398696899414	-0.53196263	Yes	
row_143	RRM2	19722	-3.16678524017334	-0.52555484	Yes	
row_144	EZH2	19762	-3.2427337169647217	-0.5202239	Yes	
row_145	PAICS	19774	-3.280579090118408	-0.5134111	Yes	
row_146	NASP	19812	-3.3765223026275635	-0.5076802	Yes	
row_147	ASF1B	19821	-3.3953092098236084	-0.5004602	Yes	
row_148	SPC25	19841	-3.4491944313049316	-0.49366814	Yes	
row_149	CENPM	19844	-3.456847667694092	-0.48601073	Yes	
row_150	KIF4A	19849	-3.486868143081665	-0.47838572	Yes	
row_151	HNRNPD	19852	-3.491943836212158	-0.47064954	Yes	
row_152	TUBB	19860	-3.5246028900146484	-0.46308956	Yes	
row_153	KIF22	19878	-3.5732080936431885	-0.4559194	Yes	
row_154	CDKN1B	19884	-3.602015972137451	-0.4480859	Yes	
row_155	PCNA	19892	-3.6155385971069336	-0.44032183	Yes	
row_156	DDX39A	19896	-3.6311070919036865	-0.43232328	Yes	
row_157	CDCA8	19902	-3.651613235473633	-0.42437848	Yes	
row_158	TIMELESS	19905	-3.6594929695129395	-0.41626632	Yes	
row_159	POLD1	19907	-3.662059783935547	-0.40809852	Yes	
row_160	TP53	19935	-3.7415528297424316	-0.40104952	Yes	
row_161	POLE4	19947	-3.7929365634918213	-0.39308697	Yes	
row_162	CKS1B	19968	-3.8558318614959717	-0.38543227	Yes	
row_163	RBBP7	19990	-3.9596667289733887	-0.3775945	Yes	
row_164	MCM5	19991	-3.961975574493408	-0.36870378	Yes	
row_165	RNASEH2A	19995	-3.981574773788452	-0.35991877	Yes	
row_166	SSRP1	20020	-4.080613136291504	-0.35195923	Yes	
row_167	CDK4	20026	-4.098361015319824	-0.34301195	Yes	
row_168	TACC3	20042	-4.193603038787842	-0.33434984	Yes	
row_169	MAD2L1	20102	-4.595313549041748	-0.32698157	Yes	
row_170	KIF2C	20103	-4.599873065948486	-0.31665942	Yes	
row_171	NCAPD2	20106	-4.6226348876953125	-0.30638593	Yes	
row_172	PLK4	20139	-4.8993306159973145	-0.29698837	Yes	
row_173	MYBL2	20140	-4.912012100219727	-0.28596574	Yes	
row_174	CDCA3	20147	-4.977134704589844	-0.27509636	Yes	
row_175	AURKB	20154	-5.084627628326416	-0.26398575	Yes	
row_176	MCM2	20160	-5.151087760925293	-0.25267613	Yes	
row_177	SHMT1	20162	-5.172073841094971	-0.24111983	Yes	
row_178	HMGB3	20175	-5.388265132904053	-0.2296272	Yes	
row_179	DUT	20177	-5.413208484649658	-0.2175298	Yes	
row_180	DLGAP5	20181	-5.570731163024902	-0.20517871	Yes	
row_181	MCM7	20182	-5.57587194442749	-0.19266638	Yes	
row_182	CDC25B	20190	-5.891003608703613	-0.17979616	Yes	
row_183	LMNB1	20197	-6.340319633483887	-0.16586776	Yes	
row_184	PTTG1	20200	-6.413923263549805	-0.15157463	Yes	
row_185	CDKN2C	20202	-6.538545608520508	-0.13695195	Yes	
row_186	PLK1	20205	-6.774707317352295	-0.121849224	Yes	
row_187	CDKN3	20206	-6.800518035888672	-0.10658879	Yes	
row_188	CCNB2	20214	-7.195044040679932	-0.090792276	Yes	
row_189	CDC20	20215	-7.200931549072266	-0.07463331	Yes	
row_190	HMGB2	20222	-7.664546966552734	-0.057733335	Yes	
row_191	TK1	20225	-7.92117977142334	-0.040057905	Yes	
row_192	STMN1	20231	-8.885411262512207	-0.020368405	Yes	
row_193	BIRC5	20232	-9.165763854980469	1.9967138E-4	Yes	
