NAME	TITLE	SCORE	
NEK1		1.463437	
CYBA		1.4622662	
MAP3K2		1.4620076	
CLOCK		1.4615432	
NRIP1		1.4613379	
NDST1		1.4572247	
YOD1		1.4560924	
GPR155		1.4558495	
TP53INP1		1.4537059	
CFH		1.4535002	
ASAH2		1.4525746	
DYNLT1		1.4495742	
UBA6		1.4491837	
EP300		1.4481937	
PSMD9		1.4445175	
FBF1		1.4434439	
CEP192		1.4427131	
XPO4		1.4410927	
SOX6		1.4389322	
NIPBL		1.4372791	
L3MBTL3		1.4328592	
LHPP		1.4246211	
ABCA9		1.4245526	
IL4I1		1.4224626	
TRRAP		1.4210017	
LHX6		1.4198885	
EML6		1.4183613	
EXPH5		1.4156679	
USP49		1.415561	
MED12		1.4142178	
XPNPEP3		1.4114509	
NT5E		1.4100896	
BIRC6		1.4098334	
DVL3		1.4091506	
TTLL4		1.4084121	
MMP23B		1.4015005	
ERBB3		1.4013243	
TRIM72		1.3999432	
ANKRD52		1.3990545	
FAM13B		1.3960494	
NCMAP		1.3957549	
PSTPIP1		1.3942978	
PGGT1B		1.3936206	
TRIO		1.3905262	
SPP1		1.3882731	
HERC2		1.3881166	
VCPIP1		1.3877957	
C1QTNF2		1.3861994	
ACACA		1.3841847	
TTC39A		1.3828058	
PSD3		1.38244	
PDZK1IP1		1.380655	
HUWE1		1.3804572	
JMJD1C		1.3791766	
GAS7		1.3745303	
SLC44A1		1.3744915	
MEF2A		1.371474	
GFPT1		1.37025	
WDFY3		1.3699077	
FAM131C		1.3691967	
ASAP2		1.3683256	
F5		1.3681135	
S100PBP		1.3676801	
DAG1		1.3671008	
CCDC85C		1.3658187	
ANK2		1.3645664	
CYB5D1		1.364008	
AMN		1.3588694	
ZNF292		1.3587923	
FBP2		1.3587679	
SLC25A33		1.35779	
ROR1		1.3563937	
PRRC2C		1.3536577	
MGP		1.3505366	
DPY19L4		1.350279	
MAFF		1.349081	
TEN1		1.3489413	
REPS2		1.3475753	
KLF9		1.347501	
HSD17B10		1.3432508	
AFF1		1.3423978	
CCDC85B		1.3421196	
SH3PXD2A		1.3415803	
PTPRF		1.340472	
CGNL1		1.3401951	
SPEN		1.3357298	
USP34		1.3329887	
RNF152		1.3324732	
MYCBP2		1.3322493	
HEG1		1.3302585	
LIN7A		1.3287503	
C3		1.328624	
SVIL		1.3284662	
PCSK9		1.3275808	
FUOM		1.3258272	
VPS13B		1.3242748	
SORBS2		1.3230971	
SATB2		1.3229835	
KALRN		1.3221792	
MED13		1.3192514	
ABCA1		1.318702	
EXOC4		1.3176954	
LRP1		1.3165725	
EHHADH		1.3161986	
UAP1L1		1.3153396	
ARNTL		1.3145443	
TWF2		1.3127557	
GPX3		1.3100455	
CYP8B1		1.3081478	
ABCA5		1.3068025	
RGS10		1.3061674	
DOCK5		1.3059256	
ARHGAP5		1.3050072	
PIK3R1		1.3040076	
KCTD17		1.3037616	
FAM167B		1.3015575	
DSP		1.3009948	
ACOT2		1.3005986	
UTRN		1.3003083	
AKAP9		1.2990118	
IL6R		1.298314	
POU2F1		1.2965423	
SPEG		1.2941447	
BCL6		1.2938387	
GABBR2		1.2930682	
FAN1		1.292337	
HIVEP2		1.2922068	
USP6NL		1.2872293	
RREB1		1.2859946	
NR5A2		1.2856693	
TNFAIP8L2		1.2853197	
NMT2		1.2832894	
TMSB10		1.2808831	
BACH2		1.2804594	
SPRTN		1.2803483	
CPXM1		1.2796502	
ANKRD17		1.279379	
GPC1		1.2783791	
MICAL2		1.2771869	
FMN2		1.2715627	
RSBN1		1.2711215	
SLC10A2		1.2669134	
HERC6		1.2666537	
AK2		1.2654305	
IMPAD1		1.2645876	
PLEKHO1		1.2643162	
KIDINS220		1.2641549	
ICAM2		1.2633939	
CORIN		1.2616897	
ABCB11		1.2594029	
PLK3		1.2590634	
PPP4R4		1.254383	
AHR		1.254031	
SLC4A4		1.2531575	
PPP1R3C		1.2522134	
PSMB5		1.2519519	
KIAA0355		1.2513757	
STON2		1.250458	
PCDHGA12		1.2500755	
HYOU1		1.2473023	
NCOA2		1.2459358	
AAK1		1.245362	
REV3L		1.2404764	
FRYL		1.2368461	
PCGF3		1.2346444	
STEAP4		1.2343705	
SOX5		1.2336433	
ACOT8		1.2331448	
PLS3		1.2326922	
PHC3		1.2324347	
CRYGN		1.2291654	
AKAP17BP		1.2285006	
WDR7		1.2274256	
CSRP2		1.2269526	
SOCS4		1.22452	
GLIPR1		1.2236496	
GPAM		1.2234836	
RAD54L2		1.2232322	
HOOK3		1.2217531	
RAB11FIP4		1.2216494	
EIF4EBP2		1.2213548	
ANKHD1		1.2211679	
ATRX		1.2203494	
SOS1		1.220293	
KCNE3		1.2192882	
SLC13A3		1.218874	
SPC25		1.2186584	
KLHL28		1.2162426	
FABP1		1.2141646	
CD200		1.2124218	
APC		1.2122047	
LYSMD3		1.2120782	
USP9X		1.2113509	
RIF1		1.2113088	
CDKL5		1.2107614	
EFNA1		1.2096571	
SYNE2		1.2083846	
DDX60		1.2081828	
TSPAN31		1.2081707	
SLC27A1		1.2075949	
SLC41A3		1.207397	
MCM5		1.2069272	
TTBK2		1.206889	
HDAC4		1.2063096	
FADS6		1.2060441	
FRS2		1.20567	
TULP4		1.2040539	
DIP2C		1.203656	
CYP4A11		1.2032797	
DSG2		1.2031329	
TST		1.201995	
RBP1		1.201514	
SLC25A47		1.2008405	
TERT		1.2004732	
ID3		1.1998236	
CPS1		1.1959469	
CHD9		1.1936924	
ARID1A		1.1935272	
NLRP12		1.1927218	
BPTF		1.1922696	
TLR12P		1.1922454	
MGA		1.1919745	
AMZ1		1.1910821	
BLNK		1.1899414	
TMEM107		1.1896975	
BBX		1.1880704	
CISD3		1.1873717	
URM1		1.186935	
DOCK7		1.186715	
MFGE8		1.1863189	
MYO1B		1.1855656	
IRS2		1.1851704	
TNRC18		1.184277	
TYROBP		1.1823833	
PHLDA3		1.1823529	
DNAJC5		1.180654	
C5		1.1805129	
HERC1		1.1782485	
SLC4A7		1.1776186	
PDLIM4		1.1775697	
GABPB2		1.1769214	
UBN2		1.176469	
PTCH1		1.175619	
IL1R1		1.1754038	
ABCB1		1.1749302	
IPO7		1.1740777	
CNOT6		1.1740742	
RANBP2		1.1710947	
TET3		1.1710055	
CA2		1.1707771	
BOD1L1		1.1705465	
DYRK2		1.1684753	
TIMM17B		1.167474	
ACAA1		1.166683	
ATAD2B		1.1666554	
PRKAR2A		1.1666435	
HLA-DQB1		1.1665363	
BLVRB		1.1665293	
SEPSECS		1.166409	
HECTD1		1.1655856	
GNA14		1.1653042	
ADAMTS7		1.1644948	
INSR		1.1638892	
SFTPD		1.1633164	
BTBD7		1.1631895	
PPM1L		1.1626868	
ARFGEF2		1.1616646	
DOCK8		1.1615154	
ATXN7		1.1612288	
LDHA		1.1611185	
HEATR5B		1.1574186	
PNPLA7		1.157333	
HIVEP1		1.1566465	
STARD13		1.1562501	
PYCR3		1.1562097	
TNFAIP8L1		1.1544249	
EP400		1.1542114	
ETFB		1.1536809	
UBR4		1.1511011	
THAP2		1.1510959	
MAGI3		1.1508927	
CD52		1.1508222	
TRIM14		1.1507478	
CPNE3		1.1507294	
C8A		1.147636	
PKHD1		1.1472294	
DMXL1		1.1461681	
NOX4		1.1461178	
ZC3H12C		1.1456251	
TBC1D8B		1.144184	
CHKB		1.1440165	
SNRNP200		1.1438283	
ZNF704		1.1436535	
CD300A		1.1429406	
APRT		1.1421514	
TMEM134		1.1420827	
SOCS2		1.1409633	
TANC2		1.1409445	
CNOT6L		1.1390522	
PRRC2B		1.1383017	
NDUFB7		1.1371785	
MACF1		1.136205	
DDT		1.1358141	
UTP20		1.1339816	
CREB3L2		1.1331124	
LY86		1.132557	
ASCC3		1.1309574	
GLDC		1.1301329	
POLR2A		1.1301017	
PRKDC		1.1291903	
CECR2		1.1285253	
SLC6A6		1.1276752	
CKAP5		1.1267341	
PRTN3		1.1249231	
APBB2		1.124701	
ZFYVE26		1.124243	
ALKBH6		1.1237907	
LGR5		1.1237408	
PRPF40A		1.1236466	
PSMB3		1.122637	
EMP1		1.1225854	
TSC22D2		1.1203828	
AKAP13		1.1191976	
TOB2		1.1186712	
GBP6		1.1175128	
ABCA2		1.1173235	
FNDC3A		1.117064	
PPIC		1.1169064	
FNDC3B		1.1163913	
MED13L		1.116078	
TNKS		1.1159858	
CEP170		1.113796	
WWC1		1.1136557	
UHRF1BP1		1.1131253	
SLC38A2		1.1128215	
SEL1L		1.1128067	
PIK3R3		1.112803	
PDLIM2		1.1123849	
PKLR		1.1109949	
DDAH2		1.1102973	
EDEM3		1.109446	
SUCLG1		1.1093822	
ANXA2		1.107003	
PARP14		1.1069173	
EIF2AK3		1.1063219	
MRPL17		1.1062231	
GPIHBP1		1.1061417	
TET2		1.1055033	
FBXL15		1.1047573	
MSLN		1.1042199	
ABCA3		1.1042044	
DHX9		1.1041372	
RPL14		1.103837	
FCGR2A		1.1038107	
APOA1		1.1030533	
ADAP2		1.1024826	
GBP7		1.1023268	
KLHL13		1.1015728	
OLFML3		1.1015292	
PSMD4		1.1007919	
SRRM2		1.1006132	
ANXA1		1.0990527	
DUSP16		1.097994	
CEP350		1.0973072	
MRPL54		1.0962855	
ARID5B		1.0961926	
NHP2		1.0956947	
SPRED1		1.0946952	
MARVELD3		1.094687	
MME		1.0920315	
MCTP2		1.0917703	
ERAP1		1.0916728	
NKTR		1.0905511	
AKAP11		1.0904901	
CENPA		1.090322	
MTNR1A		1.0902989	
TOR1A		1.090154	
ALKBH8		1.0898459	
DPY19L3		1.0892805	
MUC6		1.08921	
SETD4		1.0879378	
STARD4		1.0873827	
ONECUT2		1.0866101	
CRKL		1.0863857	
METTL7B		1.0860027	
SHROOM3		1.0857888	
CRYAB		1.0857105	
KBTBD12		1.0852932	
FIGN		1.0849986	
ANKRD9		1.0841365	
BDH1		1.0828595	
ENHO		1.0826682	
FABP4		1.0824523	
C4A		1.0822561	
ATXN1L		1.0819739	
RGS3		1.0816984	
CFD		1.080576	
APOC4		1.0803739	
GYS1		1.0783336	
SLC35A3		1.0781242	
AKR1B10		1.0779126	
FABP2		1.0772853	
ASXL2		1.0772573	
FZD4		1.077036	
RAB30		1.0765532	
HMGB2		1.0760243	
GPCPD1		1.075887	
EEA1		1.0757989	
SCYL2		1.075377	
EIF3K		1.0738065	
MCC		1.0730575	
ELF1		1.071813	
ECSCR		1.0713272	
UBR1		1.0712816	
TJP1		1.0711405	
CHD6		1.0710161	
RAP1GAP		1.0701438	
PPP2R2D		1.0688912	
MYO9A		1.0676745	
C12orf57		1.0671322	
FAM199X		1.0669194	
CCNE1		1.0659051	
TRIM44		1.0657008	
SCAND1		1.0654138	
ETNK2		1.0631557	
ZNF771		1.0630988	
PYGL		1.0630974	
SLCO2A1		1.0625482	
RGS1		1.0623919	
ATP11C		1.0622176	
QSER1		1.0619764	
PGM3		1.0619493	
CELF1		1.0616846	
DENND4C		1.0614094	
CDC42BPA		1.0612094	
IFITM1		1.0596409	
DTX3		1.0595431	
GOLGB1		1.0589871	
PAG1		1.058959	
CTSS		1.0586495	
ACLY		1.0582814	
IL22RA1		1.0575886	
STON1		1.0573273	
CDC34		1.0571716	
IRGM		1.0569707	
IGFBP1		1.0541574	
HTT		1.0540673	
FXYD5		1.0536832	
ARSG		1.0521004	
NF1		1.0517247	
RPS15		1.0502046	
EHBP1		1.0500451	
ZSWIM7		1.0489526	
XPR1		1.0485953	
ANKS4B		1.0481164	
ATM		1.0480155	
GNGT2		1.0479263	
ZMIZ1		1.0468509	
ERO1B		1.0461769	
HLA-DMB		1.0453007	
WWC2		1.045093	
SPC24		1.0446333	
HSD17B6		1.0440792	
TAF4B		1.0439372	
PRDM2		1.0437078	
RPL18		1.0434437	
SCAF8		1.0425726	
ZAP70		1.0424966	
FAM149A		1.0424572	
RFX3		1.0420413	
GPX7		1.0419974	
MUC1		1.0419568	
SHPRH		1.0416087	
C11orf53		1.0411777	
AGL		1.0410215	
ACYP2		1.0403384	
UBR5		1.0393707	
UTP14C		1.0392498	
MYLK		1.0391058	
AHDC1		1.0386297	
CDON		1.0383444	
CNOT1		1.0377434	
C18orf25		1.0375402	
CCS		1.037285	
FYCO1		1.0360203	
KCNAB2		1.0359676	
TIMM13		1.0358535	
DHRS1		1.0356758	
TRPM4		1.0347369	
HADHB		1.0335234	
TFCP2L1		1.0334464	
RBM33		1.033311	
KIAA1217		1.03239	
MORN2		1.0323399	
PF4		1.0323398	
PRPF4B		1.0320182	
IGF2R		1.0319574	
USP24		1.0318125	
LRIG1		1.0312418	
IL3RA		1.031172	
AMOT		1.0309157	
RBP4		1.0302072	
SAMD9L		1.0301342	
ALS2		1.02975	
ATP13A3		1.0283169	
ENPP3		1.0282595	
CDK12		1.0281659	
DPT		1.0280006	
ANK3		1.0278319	
VCL		1.0275539	
HLA-DRB5		1.0270773	
ZFHX3		1.0269865	
RPLP2		1.0266671	
AFF4		1.0259281	
C20orf194		1.0250299	
GOLIM4		1.0249758	
ALDOA		1.024804	
ID2		1.0244329	
CHRNB2		1.0237666	
RALGAPA1		1.0231663	
YLPM1		1.0231175	
RAPGEF5		1.0228592	
ZFC3H1		1.0222832	
CTSK		1.0221958	
EIF2AK4		1.021063	
RALGAPB		1.0207866	
HAMP		1.0200847	
PTPRJ		1.0198888	
ATP2A2		1.0189208	
TNFRSF19		1.0188444	
FAM155B		1.018785	
KLF3		1.018634	
SYNRG		1.0177755	
LYZ		1.0169038	
FHL1		1.0156685	
BAZ1A		1.015661	
AQR		1.0152904	
FTL		1.0145445	
ALPK1		1.0139991	
JMY		1.0137329	
HBA1		1.0134261	
WIF1		1.012908	
HECA		1.0128055	
NCOA6		1.0124307	
RFX7		1.0120069	
CA14		1.0119743	
ADAP1		1.0119333	
TRIP12		1.0110167	
LSP1		1.010791	
CYP2C8		1.010374	
UBE2S		1.0095456	
HLA-DQA1		1.0086966	
BOLA1		1.0085367	
ATG2B		1.0085139	
ZFYVE9		1.0076438	
HSPA5		1.0074753	
TAGLN		1.0074705	
PJA2		1.0072587	
RPL37		1.0072446	
RBM26		1.0064033	
SAA4		1.0063422	
HSPB1		1.005913	
NCOA1		1.0050304	
PRLR		1.0049171	
HYAL1		1.0048606	
ALMS1		1.0047905	
ECE2		1.0046909	
TTC21B		1.0043919	
HCFC1		1.0042981	
MPDZ		1.0039871	
EIF4EBP1		1.0033222	
MAST4		1.0030776	
MFHAS1		1.0020225	
ASAP3		1.0018908	
DPM3		1.0006771	
ZNF445		1.0001916	
SETBP1		1.0000337	
KDM1B		0.99983954	
PRPF8		0.99941045	
FLT1		0.9992967	
RNF213		0.99924207	
SON		0.99911356	
CLIC1		0.9987033	
SALL1		0.99820375	
MGLL		0.99648565	
APOA5		0.99647236	
TAOK1		0.99640036	
RMRP		0.9961418	
MRPL15		0.9948118	
ALKBH2		0.99473816	
C6orf226		0.9943597	
FITM1		0.99429226	
PCTP		0.99390817	
ARHGEF25		0.9936434	
ZNF236		0.9921668	
PLA2G7		0.9919694	
FANCM		0.99083424	
GALK1		0.9907389	
ARID4A		0.9906206	
TIMM10		0.9905709	
SNRPC		0.9903412	
CCNT1		0.99014735	
IFFO2		0.9898385	
ARHGEF26		0.9898365	
MYH9		0.98954713	
COL27A1		0.98949265	
SCAI		0.98906213	
PSMB6		0.989049	
ABCA8		0.9889381	
MAN2A1		0.9889002	
NLRC5		0.98887926	
HINT1		0.9885881	
BRD4		0.98830634	
USP31		0.9876169	
LRP6		0.98758584	
RPLP0		0.98724765	
PSMB4		0.98724216	
ARHGEF12		0.9867882	
PPCS		0.98640805	
NSUN3		0.9858589	
MDN1		0.98573726	
HLA-DMA		0.985405	
PHIP		0.9846742	
OSBPL8		0.984314	
COQ10B		0.98417526	
PNPLA6		0.9836597	
CSRP1		0.9835356	
MPDU1		0.9835059	
ZNF697		0.98310107	
USP32		0.9829481	
FOXK1		0.9820843	
POLR2C		0.9817742	
SFT2D1		0.98093086	
DOHH		0.98083526	
MBD5		0.98059297	
CABP4		0.9802657	
RPSA		0.98008657	
KLHDC7A		0.9795492	
COMMD5		0.979511	
SP4		0.97929794	
MYSM1		0.9792068	
MRPL12		0.978981	
WNK1		0.9789119	
IDS		0.9784017	
SERTAD1		0.9779362	
C9orf16		0.9779148	
ITGA1		0.9775063	
PSMD13		0.97721326	
PTPRK		0.9768514	
PSMB1		0.97653705	
PTPN3		0.97651803	
DHRS13		0.97605735	
VAMP8		0.97601056	
PHF3		0.97533005	
DNAJC13		0.9752742	
CCR1		0.9752089	
PPP1R14A		0.9749619	
PSMG3		0.9745702	
RPL36A		0.9745696	
ECI1		0.9744992	
HCFC1R1		0.9743306	
LTC4S		0.9741483	
EDF1		0.9734905	
AP2S1		0.9731442	
DPP8		0.9721227	
DDX3X		0.97161686	
HMGCL		0.97143483	
ONECUT1		0.9710573	
ZCCHC2		0.97013956	
ATF6		0.969529	
C10orf143		0.9692519	
DCT		0.9689878	
TSC1		0.9689104	
PLD1		0.9682409	
SPAG9		0.9675966	
NDUFS7		0.9675955	
CHCHD10		0.96722007	
LMTK2		0.9670313	
STXBP6		0.9667958	
SMCHD1		0.9660681	
RBM12		0.96571	
RHOC		0.96554023	
HELZ		0.965503	
DOK1		0.96541107	
FAM160A1		0.9652643	
ANKIB1		0.96505743	
CLTC		0.96502495	
RRBP1		0.9649095	
CISH		0.96442676	
EPM2AIP1		0.96425694	
UPF2		0.96405596	
PLSCR1		0.9639369	
PTP4A3		0.96374345	
THRSP		0.9630428	
MED29		0.96267724	
PIK3AP1		0.96241975	
CTSD		0.96154964	
SLC26A2		0.96098685	
HILPDA		0.9608753	
VAV2		0.9608642	
COMTD1		0.96034783	
FOXO3		0.95988864	
COX6A1		0.95981467	
SETD2		0.9595012	
KLKB1		0.95890373	
ZNF609		0.9588091	
ESRRG		0.9566947	
MAPK9		0.9541795	
SPATA13		0.95363605	
LAD1		0.9531982	
C1QA		0.9528869	
OST4		0.9524445	
SLC25A48		0.95162725	
DOCK9		0.95135814	
GGT5		0.9502138	
FCER1G		0.9498762	
LRCH3		0.94936574	
PARD6A		0.94934815	
CAMSAP2		0.9491974	
SAMD4A		0.9487847	
C1QB		0.94838834	
ZKSCAN1		0.9481734	
PGAP1		0.9478293	
SLC16A2		0.9474714	
ASAP1		0.9471975	
WDR73		0.9468362	
CDC14B		0.9467199	
NACC2		0.9465761	
NDUFA2		0.94631076	
GUK1		0.9462777	
C19orf38		0.94521195	
RAPGEF6		0.945123	
DDX6		0.94484025	
CA3		0.9447499	
SETX		0.9445129	
HES1		0.94428957	
NR3C1		0.9442089	
RC3H1		0.9439333	
KIF1B		0.94360894	
CLCN6		0.94341123	
UGGT1		0.9425934	
PDS5B		0.9420527	
ZBTB33		0.9413792	
FEM1C		0.9405896	
PSTPIP2		0.94057447	
TMEM131		0.9403324	
PEX16		0.9396648	
TRAPPC6A		0.939434	
CYP1A2		0.93938184	
HMBS		0.9386369	
MRPS18A		0.9385973	
SHROOM2		0.9384188	
PPFIBP1		0.9383979	
PCSK4		0.93804026	
SETD1B		0.93773407	
DHRS7B		0.937577	
TUBB4B		0.93746525	
DMXL2		0.93657833	
MYO1E		0.9361434	
MRPL28		0.9355154	
GJA4		0.9347392	
IQGAP2		0.9341789	
PRKCA		0.9340638	
POLD4		0.93332845	
SPATA2L		0.93202525	
KIAA0825		0.93198264	
SERINC5		0.9318889	
COTL1		0.93098855	
PHYH		0.9309498	
ITGAX		0.930916	
DDX58		0.9298353	
SGMS1-AS1		0.9294463	
DENND4A		0.928393	
KIF16B		0.9281293	
RPL37A		0.9277014	
EIF2AK2		0.92743915	
COX17		0.9270868	
BOLA2		0.9269798	
MAN1A2		0.9269638	
SLC30A7		0.92683613	
MAN1A1		0.92672014	
IMP3		0.9264049	
ABL2		0.92631465	
CHD1		0.9263001	
APOC2		0.92555046	
ENPEP		0.9254945	
PKM		0.92549276	
CAST		0.92493	
PHF20L1		0.92479557	
BET1L		0.9245951	
RHBDL1		0.9245578	
RPL13		0.9242341	
ZC3HAV1		0.92422104	
YPEL3		0.9238826	
PCNX1		0.9238407	
SLC35D1		0.9235405	
LYNX1		0.92334086	
POLR2E		0.9228841	
FIS1		0.922518	
DBN1		0.9224274	
FAM168A		0.92204195	
PRKAA2		0.92171127	
CXADR		0.92170864	
NCKAP1		0.92127293	
GAL3ST1		0.9212051	
IRS1		0.9208628	
LY9		0.92045945	
SMAD3		0.92033243	
UBE3A		0.9202805	
BCL9		0.91971076	
NUDT12		0.9196548	
FAT4		0.91944605	
WWP1		0.91941047	
HIPK3		0.91888607	
EFR3A		0.9186132	
FOXJ3		0.9183269	
SH3D19		0.9182034	
ZYG11B		0.9177049	
RIPPLY3		0.9175403	
GIMAP6		0.91749096	
ATP6V1F		0.91736287	
MAP3K1		0.9172323	
EPAS1		0.9167095	
PFKFB2		0.9165419	
RPL18A		0.9162892	
RPP30		0.91560346	
SLC17A4		0.91556495	
NDUFB10		0.9153885	
NDUFS8		0.91513115	
SLC16A11		0.9151287	
POLR2I		0.9147255	
BTAF1		0.9144285	
ARHGAP22		0.9142776	
TECPR2		0.9141464	
