goId,goName,countDE,countAll,pv_fdr
"GO:0070062","extracellular exosome",8,2145,0.194251111111111
"GO:0012505","endomembrane system",14,4564,0.232030551181102
"GO:1903561","extracellular vesicle",8,2252,0.233376615384615
"GO:0035577","azurophil granule membrane",1,59,0.233376615384615
"GO:0043230","extracellular organelle",8,2254,0.233376615384615
"GO:0101003","ficolin-1-rich granule membrane",1,60,0.234556641221374
"GO:0016328","lateral plasma membrane",1,65,0.250820909090909
"GO:0005844","polysome",1,69,0.263134736842105
"GO:0045171","intercellular bridge",1,71,0.26816328358209
"GO:0070821","tertiary granule membrane",1,72,0.269647111111111
"GO:0150034","distal axon",2,309,0.272311176470588
"GO:0030425","dendrite",3,612,0.278513623188406
"GO:0097447","dendritic tree",3,614,0.278513623188406
"GO:0016020","membrane",25,9491,0.279634532374101
"GO:0016234","inclusion body",1,78,0.279885428571429
"GO:0032592","integral component of mitochondrial membrane",1,79,0.281153758865248
"GO:0098573","intrinsic component of mitochondrial membrane",1,80,0.282404225352113
"GO:0005901","caveola",1,83,0.290018741258741
"GO:0014069","postsynaptic density",2,336,0.292295172413793
"GO:0005791","rough endoplasmic reticulum",1,85,0.292295172413793
"GO:0032279","asymmetric synapse",2,342,0.293553288590604
"GO:0001750","photoreceptor outer segment",1,88,0.293553288590604
"GO:0008076","voltage-gated potassium channel complex",1,88,0.293553288590604
"GO:1902554","serine/threonine protein kinase complex",1,88,0.293553288590604
"GO:0098805","whole membrane",6,1718,0.296590133333333
"GO:0034705","potassium channel complex",1,96,0.311260526315789
"GO:0043202","lysosomal lumen",1,96,0.311260526315789
"GO:0098984","neuron to neuron synapse",2,367,0.315892287581699
"GO:1902911","protein kinase complex",1,103,0.327197662337662
"GO:0005903","brush border",1,106,0.331355128205128
"GO:0030175","filopodium",1,106,0.331355128205128
"GO:0048471","perinuclear region of cytoplasm",3,726,0.343262929936306
"GO:0044853","plasma membrane raft",1,114,0.348904556962025
"GO:0097733","photoreceptor cell cilium",1,116,0.352050566037736
"GO:0005925","focal adhesion",2,418,0.36613725
"GO:0101002","ficolin-1-rich granule",1,124,0.366271111111111
"GO:1904813","ficolin-1-rich granule lumen",1,124,0.366271111111111
"GO:0043679","axon terminus",1,130,0.379232883435583
"GO:0097731","9+0 non-motile cilium",1,138,0.39679756097561
"GO:0005814","centriole",1,143,0.406548363636364
"GO:0031982","vesicle",11,4033,0.411863233532934
"GO:0016021","integral component of membrane",14,5301,0.411863233532934
"GO:0043204","perikaryon",1,156,0.426957441860465
"GO:0005766","primary lysosome",1,157,0.426957441860465
"GO:0042582","azurophil granule",1,157,0.426957441860465
"GO:0098862","cluster of actin-based cell projections",1,159,0.426957441860465
"GO:0036477","somatodendritic compartment",3,858,0.426957441860465
"GO:0070820","tertiary granule",1,163,0.43289549132948
"GO:0005912","adherens junction",1,166,0.436648457142857
"GO:0097730","non-motile cilium",1,167,0.436648457142857
"GO:0005775","vacuolar lumen",1,173,0.446991363636364
"GO:0043025","neuronal cell body",2,521,0.448041573033708
"GO:0031224","intrinsic component of membrane",14,5467,0.448041573033708
"GO:0009986","cell surface",3,907,0.45168625698324
"GO:0030426","growth cone",1,184,0.459614666666667
"GO:0030427","site of polarized growth",1,191,0.471068287292818
"GO:0005882","intermediate filament",1,214,0.510546666666667
"GO:0044297","cell body",2,591,0.510546666666667
"GO:0098858","actin-based cell projection",1,220,0.518208260869565
"GO:0031090","organelle membrane",9,3550,0.524916540540541
"GO:0005840","ribosome",1,234,0.537600215053763
"GO:0045111","intermediate filament cytoskeleton",1,250,0.562178609625668
"GO:0061695","transferase complex, transferring phosphorus-containing groups",1,252,0.562523829787234
"GO:0031966","mitochondrial membrane",2,713,0.616261375661376
"GO:0005794","Golgi apparatus",4,1600,0.624036421052632
"GO:0005739","mitochondrion",4,1609,0.626505130890052
"GO:0031965","nuclear membrane",1,301,0.626673333333333
"GO:0030667","secretory granule membrane",1,305,0.628865979381443
"GO:0005788","endoplasmic reticulum lumen",1,307,0.628865979381443
"GO:0005740","mitochondrial envelope",2,756,0.636427076923077
"GO:0034774","secretory granule lumen",1,322,0.643350816326531
"GO:0060205","cytoplasmic vesicle lumen",1,326,0.644936363636364
"GO:0031983","vesicle lumen",1,328,0.644936363636364
"GO:0012506","vesicle membrane",2,802,0.6605934
"GO:0031253","cell projection membrane",1,345,0.6605934
"GO:0005615","extracellular space",8,3549,0.670611542288557
"GO:0098978","glutamatergic synapse",1,361,0.673007290640394
"GO:0031301","integral component of organelle membrane",1,363,0.673007290640394
"GO:0005765","lysosomal membrane",1,376,0.681759804878049
"GO:0098852","lytic vacuole membrane",1,376,0.681759804878049
"GO:0030141","secretory granule",2,855,0.682299805825243
"GO:0031984","organelle subcompartment",1,391,0.692127115384615
"GO:0031300","intrinsic component of organelle membrane",1,394,0.692127115384615
"GO:0016607","nuclear speck",1,400,0.695341626794258
"GO:0005774","vacuolar membrane",1,428,0.719362641509434
"GO:0005874","microtubule",1,430,0.719362641509434
"GO:0045177","apical part of cell",1,433,0.719362641509434
"GO:0110165","cellular anatomical entity",43,19028,0.743558497652582
"GO:0005759","mitochondrial matrix",1,471,0.74664
"GO:0005635","nuclear envelope",1,473,0.74664
"GO:0099503","secretory vesicle",2,1018,0.759517777777778
"GO:0098793","presynapse",1,525,0.783105069124424
"GO:0031967","organelle envelope",2,1205,0.84770502283105
"GO:0031975","envelope",2,1205,0.84770502283105
"GO:0005929","cilium",1,662,0.862081809954751
"GO:0015630","microtubule cytoskeleton",2,1255,0.862081809954751
"GO:0000323","lytic vacuole",1,712,0.87871730941704
"GO:0005764","lysosome",1,712,0.87871730941704
"GO:1990904","ribonucleoprotein complex",1,727,0.882147142857143
"GO:0000139","Golgi membrane",1,762,0.889997922077922
"GO:1990234","transferase complex",1,769,0.889997922077922
"GO:0030659","cytoplasmic vesicle membrane",1,780,0.889997922077922
"GO:0005815","microtubule organizing center",1,782,0.889997922077922
"GO:0005576","extracellular region",8,4579,0.889997922077922
"GO:0005773","vacuole",1,807,0.889997922077922
"GO:0016604","nuclear body",1,808,0.889997922077922
"GO:0005768","endosome",1,976,0.940146724137931
"GO:0005654","nucleoplasm",6,3959,0.945379570815451
"GO:0031410","cytoplasmic vesicle",3,2409,0.954901787234043
"GO:0097708","intracellular vesicle",3,2413,0.954901787234043
"GO:1902494","catalytic complex",1,1362,0.990113526970954
"GO:0043231","intracellular membrane-bounded organelle",20,11361,0.990113526970954
"GO:0043227","membrane-bounded organelle",24,13154,0.990113526970954
"GO:0031974","membrane-enclosed lumen",9,6493,0.990113526970954
"GO:0043233","organelle lumen",9,6493,0.990113526970954
"GO:0070013","intracellular organelle lumen",9,6493,0.990113526970954
"GO:0031981","nuclear lumen",6,5378,0.999190082644628
"GO:0005634","nucleus",9,7958,1
"GO:0005575","cellular_component",43,19220,1
