goId,goName,countDE,countAll,pv_fdr
"GO:0019637","organophosphate metabolic process",22,1050,1.05249315068493e-10
"GO:0062013","positive regulation of small molecule metabolic process",11,149,1.16805405405405e-10
"GO:0046460","neutral lipid biosynthetic process",8,49,1.80075e-10
"GO:0046463","acylglycerol biosynthetic process",8,49,1.80075e-10
"GO:0015850","organic hydroxy compound transport",13,265,1.93327272727273e-10
"GO:0045017","glycerolipid biosynthetic process",13,268,2.18552564102564e-10
"GO:0015918","sterol transport",10,115,2.21864556962025e-10
"GO:0090407","organophosphate biosynthetic process",17,584,3.00125e-10
"GO:0042304","regulation of fatty acid biosynthetic process",8,54,3.80646341463415e-10
"GO:0071704","organic substance metabolic process",64,11997,3.80646341463415e-10
"GO:0046949","fatty-acyl-CoA biosynthetic process",7,32,4.00166666666667e-10
"GO:0016125","sterol metabolic process",11,169,4.00166666666667e-10
"GO:0046470","phosphatidylcholine metabolic process",9,88,5.51954022988506e-10
"GO:0001659","temperature homeostasis",11,174,5.51954022988506e-10
"GO:1901568","fatty acid derivative metabolic process",11,174,5.51954022988506e-10
"GO:0070542","response to fatty acid",9,89,6.0025e-10
"GO:0010885","regulation of cholesterol storage",6,18,7.01415730337079e-10
"GO:0006699","bile acid biosynthetic process",7,37,1.14714444444444e-9
"GO:0006066","alcohol metabolic process",14,384,1.21369230769231e-9
"GO:0120162","positive regulation of cold-induced thermogenesis",9,97,1.25269565217391e-9
"GO:0010878","cholesterol storage",6,20,1.35375531914894e-9
"GO:0042632","cholesterol homeostasis",9,98,1.35375531914894e-9
"GO:0055092","sterol homeostasis",9,99,1.46587368421053e-9
"GO:0106106","cold-induced thermogenesis",10,144,1.70792783505155e-9
"GO:0120161","regulation of cold-induced thermogenesis",10,144,1.70792783505155e-9
"GO:0006694","steroid biosynthetic process",11,197,1.82476e-9
"GO:0030301","cholesterol transport",9,102,1.82476e-9
"GO:0097006","regulation of plasma lipoprotein particle levels",9,102,1.82476e-9
"GO:0032374","regulation of cholesterol transport",8,67,1.85423762376238e-9
"GO:0006637","acyl-CoA metabolic process",9,103,1.93478640776699e-9
"GO:0035383","thioester metabolic process",9,103,1.93478640776699e-9
"GO:0035337","fatty-acyl-CoA metabolic process",7,41,2.12396153846154e-9
"GO:0032370","positive regulation of lipid transport",8,69,2.2638e-9
"GO:1901576","organic substance biosynthetic process",47,6168,2.49160377358491e-9
"GO:0008203","cholesterol metabolic process",10,153,2.91710280373832e-9
"GO:1902001","fatty acid transmembrane transport",6,23,3.05581818181818e-9
"GO:0033993","response to lipid",19,907,3.05581818181818e-9
"GO:1990845","adaptive thermogenesis",10,155,3.05581818181818e-9
"GO:0006810","transport",43,5216,3.644375e-9
"GO:0001101","response to acid chemical",13,346,3.644375e-9
"GO:0051004","regulation of lipoprotein lipase activity",6,24,3.8246017699115e-9
"GO:0034372","very-low-density lipoprotein particle remodeling",5,11,4.17565217391304e-9
"GO:0009058","biosynthetic process",47,6267,4.17565217391304e-9
"GO:0008152","metabolic process",64,12553,4.51470085470086e-9
"GO:1902652","secondary alcohol metabolic process",10,162,4.51470085470086e-9
"GO:0008206","bile acid metabolic process",7,48,6.10423728813559e-9
"GO:0044249","cellular biosynthetic process",46,6085,6.86e-9
"GO:0051234","establishment of localization",43,5344,7.80325e-9
"GO:0050996","positive regulation of lipid catabolic process",6,27,7.93719008264463e-9
"GO:0009725","response to hormone",19,977,9.6433606557377e-9
"GO:0042592","homeostatic process",26,1956,9.95536585365854e-9
"GO:0071827","plasma lipoprotein particle organization",7,52,1.02623387096774e-8
"GO:0009437","carnitine metabolic process",5,13,1.06711111111111e-8
"GO:0034370","triglyceride-rich lipoprotein particle remodeling",5,13,1.06711111111111e-8
"GO:0035384","thioester biosynthetic process",7,53,1.1442265625e-8
"GO:0071616","acyl-CoA biosynthetic process",7,53,1.1442265625e-8
"GO:0046889","positive regulation of lipid biosynthetic process",8,87,1.22841860465116e-8
"GO:0010901","regulation of very-low-density lipoprotein particle remodeling",4,5,1.23743846153846e-8
"GO:0044237","cellular metabolic process",61,11250,1.37461832061069e-8
"GO:0071825","protein-lipid complex subunit organization",7,56,1.65523484848485e-8
"GO:1901700","response to oxygen-containing compound",24,1705,1.80526315789474e-8
"GO:0033865","nucleoside bisphosphate metabolic process",9,137,1.94198529411765e-8
"GO:0033875","ribonucleoside bisphosphate metabolic process",9,137,1.94198529411765e-8
"GO:0034032","purine nucleoside bisphosphate metabolic process",9,137,1.94198529411765e-8
"GO:0010743","regulation of macrophage derived foam cell differentiation",6,32,2.058e-8
"GO:0034368","protein-lipid complex remodeling",6,32,2.058e-8
"GO:0034369","plasma lipoprotein particle remodeling",6,32,2.058e-8
"GO:0046320","regulation of fatty acid oxidation",6,32,2.058e-8
"GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase",5,15,2.21368794326241e-8
"GO:0034367","protein-containing complex remodeling",6,33,2.51853146853147e-8
"GO:0050994","regulation of lipid catabolic process",7,60,2.51853146853147e-8
"GO:0033344","cholesterol efflux",7,61,2.83451388888889e-8
"GO:1990379","lipid transport across blood-brain barrier",4,6,3.31172413793103e-8
"GO:0051050","positive regulation of transport",18,945,3.61794520547945e-8
"GO:0060191","regulation of lipase activity",8,102,3.89351351351351e-8
"GO:0048878","chemical homeostasis",20,1205,3.89351351351351e-8
"GO:0033866","nucleoside bisphosphate biosynthetic process",7,67,5.24721854304636e-8
"GO:0034030","ribonucleoside bisphosphate biosynthetic process",7,67,5.24721854304636e-8
"GO:0034033","purine nucleoside bisphosphate biosynthetic process",7,67,5.24721854304636e-8
"GO:0010742","macrophage derived foam cell differentiation",6,38,5.64941176470588e-8
"GO:0090077","foam cell differentiation",6,38,5.64941176470588e-8
"GO:0006577","amino-acid betaine metabolic process",5,18,5.6584076433121e-8
"GO:0006625","protein targeting to peroxisome",7,68,5.6584076433121e-8
"GO:0072662","protein localization to peroxisome",7,68,5.6584076433121e-8
"GO:0072663","establishment of protein localization to peroxisome",7,68,5.6584076433121e-8
"GO:0006656","phosphatidylcholine biosynthetic process",6,39,6.302625e-8
"GO:0055090","acylglycerol homeostasis",6,39,6.302625e-8
"GO:0070328","triglyceride homeostasis",6,39,6.302625e-8
"GO:0035338","long-chain fatty-acyl-CoA biosynthetic process",5,19,7.26228395061728e-8
"GO:0098856","intestinal lipid absorption",5,19,7.26228395061728e-8
"GO:0050892","intestinal absorption",6,40,7.36503067484663e-8
"GO:0043574","peroxisomal transport",7,72,8.19853658536585e-8
"GO:0009719","response to endogenous stimulus",23,1704,8.29436363636364e-8
"GO:0032870","cellular response to hormone stimulus",15,675,1.15710843373494e-7
"GO:0071396","cellular response to lipid",14,585,1.58149700598802e-7
"GO:0019915","lipid storage",7,81,1.85791666666667e-7
"GO:0007031","peroxisome organization",7,83,2.1310650887574e-7
"GO:0034371","chylomicron remodeling",4,9,2.401e-7
"GO:0031667","response to nutrient levels",13,512,2.66777777777778e-7
"GO:0035336","long-chain fatty-acyl-CoA metabolic process",5,25,3.07104651162791e-7
"GO:0010883","regulation of lipid storage",6,52,3.60843930635838e-7
"GO:0010887","negative regulation of cholesterol storage",4,10,3.81977272727273e-7
"GO:0035376","sterol import",4,10,3.81977272727273e-7
"GO:0070508","cholesterol import",4,10,3.81977272727273e-7
"GO:0015914","phospholipid transport",7,91,3.9338418079096e-7
"GO:0065008","regulation of biological quality",35,4156,4.04662921348315e-7
"GO:0010903","negative regulation of very-low-density lipoprotein particle remodeling",3,3,5.46894444444445e-7
"GO:0009991","response to extracellular stimulus",13,545,5.46894444444445e-7
"GO:0150104","transport across blood-brain barrier",4,11,5.83668508287293e-7
"GO:0006644","phospholipid metabolic process",12,454,6.20038461538461e-7
"GO:0032868","response to insulin",10,283,6.29770491803279e-7
"GO:0032373","positive regulation of sterol transport",5,29,6.35940540540541e-7
"GO:0032376","positive regulation of cholesterol transport",5,29,6.35940540540541e-7
"GO:0007584","response to nutrient",9,217,7.87424731182796e-7
"GO:0022600","digestive system process",7,102,8.21732620320856e-7
"GO:0010232","vascular transport",4,12,8.25740740740741e-7
"GO:0033700","phospholipid efflux",4,12,8.25740740740741e-7
"GO:1905953","negative regulation of lipid localization",6,61,8.59305263157895e-7
"GO:0034377","plasma lipoprotein particle assembly",5,31,8.79947643979058e-7
"GO:0010745","negative regulation of macrophage derived foam cell differentiation",4,13,0.00000116939896373057
"GO:0036109","alpha-linolenic acid metabolic process",4,13,0.00000116939896373057
"GO:0046165","alcohol biosynthetic process",8,163,0.00000117574742268041
"GO:0014070","response to organic cyclic compound",16,941,0.00000121896923076923
"GO:0098657","import into cell",9,230,0.000001225
"GO:0046321","positive regulation of fatty acid oxidation",4,14,0.00000157641414141414
"GO:0065005","protein-lipid complex assembly",5,35,0.00000157641414141414
"GO:0033559","unsaturated fatty acid metabolic process",7,118,0.00000217175879396985
"GO:0071495","cellular response to endogenous stimulus",19,1428,0.00000276115
"GO:0006732","coenzyme metabolic process",9,257,0.00000310577114427861
"GO:0090207","regulation of triglyceride metabolic process",5,41,0.00000354827586206897
"GO:0048545","response to steroid hormone",10,345,0.00000354827586206897
"GO:0030299","intestinal cholesterol absorption",4,17,0.00000364857843137255
"GO:0030522","intracellular receptor signaling pathway",9,266,0.00000398214634146341
"GO:0051179","localization",44,6828,0.00000407936893203883
"GO:0034375","high-density lipoprotein particle remodeling",4,18,0.00000461730769230769
"GO:0060192","negative regulation of lipase activity",4,18,0.00000461730769230769
"GO:0042157","lipoprotein metabolic process",7,135,0.00000505473684210526
"GO:0009755","hormone-mediated signaling pathway",8,200,0.00000523440758293839
"GO:0015748","organophosphate ester transport",7,136,0.00000523440758293839
"GO:0032365","intracellular lipid transport",5,45,0.00000543622641509434
"GO:0006796","phosphate-containing compound metabolic process",29,3315,0.00000563615023474178
"GO:0010033","response to organic substance",29,3337,0.00000639518691588785
"GO:0007586","digestion",7,141,0.00000655828703703704
"GO:0006793","phosphorus metabolic process",29,3342,0.00000655828703703704
"GO:0051049","regulation of transport",21,1846,0.00000674935483870968
"GO:0010875","positive regulation of cholesterol efflux",4,20,0.00000693866972477064
"GO:0006720","isoprenoid metabolic process",7,144,0.00000742127272727273
"GO:0009108","coenzyme biosynthetic process",7,144,0.00000742127272727273
"GO:0006006","glucose metabolic process",8,213,0.00000803954751131222
"GO:0044241","lipid digestion",4,21,0.00000832779279279279
"GO:0006071","glycerol metabolic process",4,22,0.000010075625
"GO:0010888","negative regulation of lipid storage",4,22,0.000010075625
"GO:0045833","negative regulation of lipid metabolic process",6,96,0.0000106711111111111
"GO:0009893","positive regulation of metabolic process",31,3862,0.0000115837719298246
"GO:0009150","purine ribonucleotide metabolic process",10,398,0.0000115837719298246
"GO:0090208","positive regulation of triglyceride metabolic process",4,23,0.0000115837719298246
"GO:0009743","response to carbohydrate",8,233,0.0000146786026200873
"GO:0009259","ribonucleotide metabolic process",10,413,0.0000156586956521739
"GO:1901362","organic cyclic compound biosynthetic process",33,4375,0.000016417094017094
"GO:0010869","regulation of receptor biosynthetic process",4,25,0.000016417094017094
"GO:0019400","alditol metabolic process",4,25,0.000016417094017094
"GO:0048871","multicellular organismal homeostasis",11,519,0.000016417094017094
"GO:0062014","negative regulation of small molecule metabolic process",6,104,0.0000173689361702128
"GO:0019693","ribose phosphate metabolic process",10,424,0.0000203474576271186
"GO:0009152","purine ribonucleotide biosynthetic process",7,170,0.0000212746835443038
"GO:1901652","response to peptide",11,536,0.0000220091666666667
"GO:0010871","negative regulation of receptor biosynthetic process",3,8,0.0000220091666666667
"GO:0015911","long-chain fatty acid import across plasma membrane",3,8,0.0000220091666666667
"GO:0009117","nucleotide metabolic process",11,540,0.0000239103734439834
"GO:0006163","purine nucleotide metabolic process",10,438,0.000025795867768595
"GO:0019318","hexose metabolic process",8,253,0.0000265684426229508
"GO:0006753","nucleoside phosphate metabolic process",11,547,0.0000265684426229508
"GO:0006650","glycerophospholipid metabolic process",9,343,0.00002744
"GO:0032800","receptor biosynthetic process",4,29,0.000029280487804878
"GO:0043434","response to peptide hormone",10,446,0.0000300125
"GO:0034381","plasma lipoprotein particle clearance",5,65,0.0000300125
"GO:0010873","positive regulation of cholesterol esterification",3,9,0.0000323944444444444
"GO:0030300","regulation of intestinal cholesterol absorption",3,9,0.0000323944444444444
"GO:1904729","regulation of intestinal lipid absorption",3,9,0.0000323944444444444
"GO:0009260","ribonucleotide biosynthetic process",7,183,0.0000323944444444444
"GO:0045940","positive regulation of steroid metabolic process",4,31,0.0000379604743083004
"GO:0006367","transcription initiation from RNA polymerase II promoter",7,189,0.0000397015748031496
"GO:0008654","phospholipid biosynthetic process",8,270,0.000040329296875
"GO:0044272","sulfur compound biosynthetic process",7,190,0.000040329296875
"GO:0046390","ribose phosphate biosynthetic process",7,191,0.0000420408560311284
"GO:0006721","terpenoid metabolic process",6,124,0.0000426432432432432
"GO:0072521","purine-containing compound metabolic process",10,467,0.0000426432432432432
"GO:0009165","nucleotide biosynthetic process",8,273,0.0000434026923076923
"GO:0032000","positive regulation of fatty acid beta-oxidation",3,10,0.000043987786259542
"GO:0006164","purine nucleotide biosynthetic process",7,193,0.000043987786259542
"GO:0006790","sulfur compound metabolic process",9,368,0.0000456463878326996
"GO:1901293","nucleoside phosphate biosynthetic process",8,276,0.0000462079245283019
"GO:0048384","retinoic acid receptor signaling pathway",4,33,0.0000462079245283019
"GO:0009749","response to glucose",7,197,0.0000496447368421053
"GO:0019218","regulation of steroid metabolic process",6,130,0.0000548543071161049
"GO:0006695","cholesterol biosynthetic process",5,75,0.0000562315985130111
"GO:1902653","secondary alcohol biosynthetic process",5,75,0.0000562315985130111
"GO:0009746","response to hexose",7,202,0.0000578018518518518
"GO:0006853","carnitine shuttle",3,11,0.0000578343065693431
"GO:0034378","chylomicron assembly",3,11,0.0000578343065693431
"GO:0051006","positive regulation of lipoprotein lipase activity",3,11,0.0000578343065693431
"GO:1904478","regulation of intestinal absorption",3,11,0.0000578343065693431
"GO:0072522","purine-containing compound biosynthetic process",7,204,0.0000602432727272727
"GO:0071383","cellular response to steroid hormone stimulus",7,205,0.0000617648550724638
"GO:0034284","response to monosaccharide",7,207,0.0000658758122743682
"GO:0005996","monosaccharide metabolic process",8,295,0.0000716845323741007
"GO:0061365","positive regulation of triglyceride lipase activity",3,12,0.0000748698924731183
"GO:0016126","sterol biosynthetic process",5,81,0.00007889
"GO:0005975","carbohydrate metabolic process",11,629,0.0000851418439716312
"GO:0055086","nucleobase-containing small molecule metabolic process",11,631,0.0000851418439716312
"GO:0001579","medium-chain fatty acid transport",2,2,0.0000990103092783505
"GO:0019543","propionate catabolic process",2,2,0.0000990103092783505
"GO:0046327","glycerol biosynthetic process from pyruvate",2,2,0.0000990103092783505
"GO:0060621","negative regulation of cholesterol import",2,2,0.0000990103092783505
"GO:0060694","regulation of cholesterol transporter activity",2,2,0.0000990103092783505
"GO:0070543","response to linoleic acid",2,2,0.0000990103092783505
"GO:0140214","positive regulation of long-chain fatty acid import into cell",2,2,0.0000990103092783505
"GO:1903966","monounsaturated fatty acid biosynthetic process",2,2,0.0000990103092783505
"GO:2000910","negative regulation of sterol import",2,2,0.0000990103092783505
"GO:0032869","cellular response to insulin stimulus",7,226,0.000106529010238908
"GO:0051188","cofactor biosynthetic process",7,226,0.000106529010238908
"GO:0044058","regulation of digestive system process",4,42,0.000112421404682274
"GO:1905039","carboxylic acid transmembrane transport",6,150,0.000112421404682274
"GO:1903825","organic acid transmembrane transport",6,151,0.000112421404682274
"GO:0010872","regulation of cholesterol esterification",3,14,0.000112421404682274
"GO:0010889","regulation of sequestering of triglyceride",3,14,0.000112421404682274
"GO:0010896","regulation of triglyceride catabolic process",3,14,0.000112421404682274
"GO:0010874","regulation of cholesterol efflux",4,43,0.00012005
"GO:0051235","maintenance of location",8,322,0.000126785478547855
"GO:0042493","response to drug",14,1074,0.000126785478547855
"GO:0045444","fat cell differentiation",7,233,0.000126785478547855
"GO:0080090","regulation of primary metabolic process",38,6135,0.000157960526315789
"GO:0009409","response to cold",4,47,0.000165314754098361
"GO:0034380","high-density lipoprotein particle assembly",3,16,0.00017094498381877
"GO:0060627","regulation of vesicle-mediated transport",10,559,0.00017094498381877
"GO:0050764","regulation of phagocytosis",5,97,0.00017094498381877
"GO:0051186","cofactor metabolic process",9,444,0.00017094498381877
"GO:0006352","DNA-templated transcription, initiation",7,249,0.000193629032258065
"GO:0030730","sequestering of triglyceride",3,17,0.000207778846153846
"GO:0034384","high-density lipoprotein particle clearance",3,17,0.000207778846153846
"GO:0050873","brown fat cell differentiation",4,50,0.000214101910828025
"GO:0071310","cellular response to organic substance",23,2741,0.000214101910828025
"GO:0071407","cellular response to organic cyclic compound",10,577,0.000221044444444444
"GO:0034433","steroid esterification",3,18,0.000241610062893082
"GO:0034434","sterol esterification",3,18,0.000241610062893082
"GO:0034435","cholesterol esterification",3,18,0.000241610062893082
"GO:0019254","carnitine metabolic process, CoA-linked",2,3,0.000267603715170279
"GO:0046167","glycerol-3-phosphate biosynthetic process",2,3,0.000267603715170279
"GO:0055095","lipoprotein particle mediated signaling",2,3,0.000267603715170279
"GO:0055096","low-density lipoprotein particle mediated signaling",2,3,0.000267603715170279
"GO:1903964","monounsaturated fatty acid metabolic process",2,3,0.000267603715170279
"GO:0001523","retinoid metabolic process",5,108,0.000273344615384615
"GO:0032526","response to retinoic acid",5,108,0.000273344615384615
"GO:0071071","regulation of phospholipid biosynthetic process",3,19,0.000279871165644172
"GO:0051240","positive regulation of multicellular organismal process",18,1842,0.000291914893617021
"GO:0048518","positive regulation of biological process",38,6304,0.000291914893617021
"GO:0046164","alcohol catabolic process",4,55,0.000291914893617021
"GO:0017144","drug metabolic process",10,601,0.000298306060606061
"GO:0071398","cellular response to fatty acid",4,56,0.000311912386706949
"GO:0031998","regulation of fatty acid beta-oxidation",3,20,0.000316299401197605
"GO:0043691","reverse cholesterol transport",3,20,0.000316299401197605
"GO:0045717","negative regulation of fatty acid biosynthetic process",3,20,0.000316299401197605
"GO:0051055","negative regulation of lipid biosynthetic process",4,57,0.000329689552238806
"GO:0050728","negative regulation of inflammatory response",6,187,0.000341982195845697
"GO:0016101","diterpenoid metabolic process",5,114,0.000341982195845697
"GO:1903793","positive regulation of anion transport",4,58,0.000355177514792899
"GO:0035357","peroxisome proliferator activated receptor signaling pathway",3,21,0.000367211764705882
"GO:0006575","cellular modified amino acid metabolic process",6,190,0.000367211764705882
"GO:0006636","unsaturated fatty acid biosynthetic process",4,59,0.000373175953079179
"GO:0032879","regulation of localization",23,2869,0.000407187134502924
"GO:0071404","cellular response to low-density lipoprotein particle stimulus",3,22,0.00042
"GO:0070482","response to oxygen levels",8,391,0.000432738372093023
"GO:1901701","cellular response to oxygen-containing compound",14,1217,0.00043844347826087
"GO:0042886","amide transport",19,2096,0.000444115606936416
"GO:0045723","positive regulation of fatty acid biosynthetic process",3,23,0.000470512968299712
"GO:0019541","propionate metabolic process",2,4,0.000491113636363636
"GO:0060620","regulation of cholesterol import",2,4,0.000491113636363636
"GO:2000909","regulation of sterol import",2,4,0.000491113636363636
"GO:1901653","cellular response to peptide",8,399,0.000491113636363636
"GO:0044262","cellular carbohydrate metabolic process",7,294,0.000491113636363636
"GO:0006954","inflammatory response",11,793,0.00057814447592068
"GO:0048662","negative regulation of smooth muscle cell proliferation",4,67,0.000596858757062147
"GO:0050766","positive regulation of phagocytosis",4,68,0.000628994366197183
"GO:0019751","polyol metabolic process",5,132,0.000654205056179775
"GO:0050727","regulation of inflammatory response",8,418,0.000665823529411765
"GO:0009891","positive regulation of biosynthetic process",18,1990,0.000735682451253482
"GO:1901135","carbohydrate derivative metabolic process",13,1121,0.000735682451253482
"GO:1901566","organonitrogen compound biosynthetic process",17,1813,0.000789369863013699
"GO:0010891","negative regulation of sequestering of triglyceride",2,5,0.000789369863013699
"GO:0110112","regulation of lipid transporter activity",2,5,0.000789369863013699
"GO:2001245","regulation of phosphatidylcholine biosynthetic process",2,5,0.000789369863013699
"GO:0043086","negative regulation of catalytic activity",11,826,0.000789369863013699
"GO:0043401","steroid hormone mediated signaling pathway",5,139,0.000789369863013699
"GO:0001960","negative regulation of cytokine-mediated signaling pathway",4,75,0.000910948509485095
"GO:0042221","response to chemical",31,4852,0.000910948509485095
"GO:0060193","positive regulation of lipase activity",4,76,0.000910948509485095
"GO:1901616","organic hydroxy compound catabolic process",4,76,0.000910948509485095
"GO:0071375","cellular response to peptide hormone stimulus",7,330,0.000970754716981132
"GO:0046474","glycerophospholipid biosynthetic process",6,230,0.000970754716981132
"GO:0003013","circulatory system process",9,571,0.00103268817204301
"GO:0060761","negative regulation of response to cytokine stimulus",4,80,0.00109428954423593
"GO:0008643","carbohydrate transport",5,150,0.00114636604774536
"GO:0006114","glycerol biosynthetic process",2,6,0.00114636604774536
"GO:0019563","glycerol catabolic process",2,6,0.00114636604774536
"GO:0042760","very long-chain fatty acid catabolic process",2,6,0.00114636604774536
"GO:0055094","response to lipoprotein particle",3,33,0.00132686842105263
"GO:0042593","glucose homeostasis",6,245,0.00132686842105263
"GO:0033500","carbohydrate homeostasis",6,246,0.00132686842105263
"GO:0045922","negative regulation of fatty acid metabolic process",3,34,0.00138640419947507
"GO:0070887","cellular response to chemical stimulus",24,3349,0.00144185378590078
"GO:0001666","response to hypoxia",7,355,0.00144185378590078
"GO:0071402","cellular response to lipoprotein particle stimulus",3,35,0.001500625
"GO:0019401","alditol biosynthetic process",2,7,0.00153125
"GO:0019405","alditol catabolic process",2,7,0.00153125
"GO:0032489","regulation of Cdc42 protein signal transduction",2,7,0.00153125
"GO:0033211","adiponectin-activated signaling pathway",2,7,0.00153125
"GO:0051005","negative regulation of lipoprotein lipase activity",2,7,0.00153125
"GO:0060331","negative regulation of response to interferon-gamma",2,7,0.00153125
"GO:0060336","negative regulation of interferon-gamma-mediated signaling pathway",2,7,0.00153125
"GO:0140212","regulation of long-chain fatty acid import into cell",2,7,0.00153125
"GO:0051239","regulation of multicellular organismal process",24,3382,0.00164954198473282
"GO:0006094","gluconeogenesis",4,90,0.0017019746835443
"GO:0036293","response to decreased oxygen levels",7,367,0.0017019746835443
"GO:0031348","negative regulation of defense response",6,260,0.00174947236180905
"GO:0014912","negative regulation of smooth muscle cell migration",3,37,0.00174947236180905
"GO:0031328","positive regulation of cellular biosynthetic process",17,1957,0.00174947236180905
"GO:0055085","transmembrane transport",15,1595,0.001860775
"GO:0019319","hexose biosynthetic process",4,93,0.001860775
"GO:0006072","glycerol-3-phosphate metabolic process",2,8,0.0019660794044665
"GO:0010886","positive regulation of cholesterol storage",2,8,0.0019660794044665
"GO:0150172","regulation of phosphatidylcholine metabolic process",2,8,0.0019660794044665
"GO:0034383","low-density lipoprotein particle clearance",3,40,0.00219893564356436
"GO:1990542","mitochondrial transmembrane transport",4,98,0.00225279012345679
"GO:0071705","nitrogen compound transport",19,2402,0.00230637931034483
"GO:0046364","monosaccharide biosynthetic process",4,99,0.00235970515970516
"GO:0010898","positive regulation of triglyceride catabolic process",2,9,0.00245956097560976
"GO:0019626","short-chain fatty acid catabolic process",2,9,0.00245956097560976
