goId,goName,countDE,countAll,pv_fdr
"GO:0034502","protein localization to chromosome",11,85,2.64454081632653e-8
"GO:0051169","nuclear transport",20,357,2.64454081632653e-8
"GO:0034622","cellular protein-containing complex assembly",36,1104,2.64454081632653e-8
"GO:0009628","response to abiotic stimulus",38,1231,4.02406091370558e-8
"GO:0031572","G2 DNA damage checkpoint",8,36,5.20934673366834e-8
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",8,36,5.20934673366834e-8
"GO:0070192","chromosome organization involved in meiotic cell cycle",10,70,5.33575e-8
"GO:0051171","regulation of nitrogen compound metabolic process",103,5942,6.3710447761194e-8
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",8,37,6.64138613861386e-8
"GO:0010212","response to ionizing radiation",13,145,7.96044334975369e-8
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",9,56,1.10600980392157e-7
"GO:0031323","regulation of cellular metabolic process",107,6348,1.17498048780488e-7
"GO:0051253","negative regulation of RNA metabolic process",41,1459,1.21367961165049e-7
"GO:0043933","protein-containing complex subunit organization",49,1957,1.34038164251208e-7
"GO:0006303","double-strand break repair via nonhomologous end joining",11,100,1.42188942307692e-7
"GO:0006268","DNA unwinding involved in DNA replication",6,16,1.45190476190476e-7
"GO:0034401","chromatin organization involved in regulation of transcription",13,153,1.45190476190476e-7
"GO:0008283","cell population proliferation",50,2039,1.72584905660377e-7
"GO:0080090","regulation of primary metabolic process",104,6135,1.72584905660377e-7
"GO:0031860","telomeric 3' overhang formation",4,4,1.86089201877934e-7
"GO:0034644","cellular response to UV",10,81,2.12720930232558e-7
"GO:0071158","positive regulation of cell cycle arrest",10,81,2.12720930232558e-7
"GO:0065003","protein-containing complex assembly",44,1675,2.25851851851852e-7
"GO:0071156","regulation of cell cycle arrest",11,106,2.52912442396313e-7
"GO:0048523","negative regulation of cellular process",91,5095,2.65738532110092e-7
"GO:0031324","negative regulation of cellular metabolic process",60,2752,3.049e-7
"GO:0000726","non-recombinational repair",11,108,3.049e-7
"GO:0007143","female meiotic nuclear division",7,31,4.13891402714932e-7
"GO:0007010","cytoskeleton organization",39,1414,4.66963963963964e-7
"GO:0097549","chromatin organization involved in negative regulation of transcription",12,140,4.78542600896861e-7
"GO:1903507","negative regulation of nucleic acid-templated transcription",38,1358,4.90017857142857e-7
"GO:1902679","negative regulation of RNA biosynthetic process",38,1360,5.12663716814159e-7
"GO:0044818","mitotic G2/M transition checkpoint",7,32,5.12663716814159e-7
"GO:0051302","regulation of cell division",13,171,5.23837004405286e-7
"GO:0051338","regulation of transferase activity",32,1023,5.56773913043478e-7
"GO:0000910","cytokinesis",13,172,5.56773913043478e-7
"GO:0032465","regulation of cytokinesis",10,90,5.56773913043478e-7
"GO:0045892","negative regulation of transcription, DNA-templated",37,1315,6.46757575757576e-7
"GO:0006913","nucleocytoplasmic transport",18,354,6.57112068965517e-7
"GO:0010556","regulation of macromolecule biosynthetic process",77,4079,6.80463519313305e-7
"GO:0010605","negative regulation of macromolecule metabolic process",70,3548,6.9058547008547e-7
"GO:0007569","cell aging",11,118,7.13595744680851e-7
"GO:0007094","mitotic spindle assembly checkpoint",7,34,7.6225e-7
"GO:0008156","negative regulation of DNA replication",7,34,7.6225e-7
"GO:0031577","spindle checkpoint",7,34,7.6225e-7
"GO:0071173","spindle assembly checkpoint",7,34,7.6225e-7
"GO:0071174","mitotic spindle checkpoint",7,34,7.6225e-7
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle",10,95,8.98253112033195e-7
"GO:0006312","mitotic recombination",6,22,0.00000112132644628099
"GO:0007131","reciprocal meiotic recombination",8,55,0.00000150567901234568
"GO:0010332","response to gamma radiation",8,56,0.00000161783673469388
"GO:0035825","homologous recombination",8,56,0.00000161783673469388
"GO:0051172","negative regulation of nitrogen compound metabolic process",55,2549,0.00000185914634146341
"GO:0002200","somatic diversification of immune receptors",9,79,0.00000197506072874494
"GO:2000112","regulation of cellular macromolecule biosynthetic process",74,3957,0.00000209004032258065
"GO:0006220","pyrimidine nucleotide metabolic process",8,59,0.00000244899598393574
"GO:0000018","regulation of DNA recombination",10,107,0.00000268312
"GO:0050000","chromosome localization",9,82,0.00000278281746031746
"GO:0051303","establishment of chromosome localization",9,82,0.00000278281746031746
"GO:0070317","negative regulation of G0 to G1 transition",7,41,0.0000028584375
"GO:0032774","RNA biosynthetic process",70,3683,0.0000028584375
"GO:0045931","positive regulation of mitotic cell cycle",12,167,0.0000028584375
"GO:0090399","replicative senescence",5,14,0.0000028584375
"GO:0051128","regulation of cellular component organization",53,2448,0.00000295445736434109
"GO:0031145","anaphase-promoting complex-dependent catabolic process",9,83,0.00000295445736434109
"GO:0031326","regulation of cellular biosynthetic process",77,4237,0.00000317849420849421
"GO:0009889","regulation of biosynthetic process",78,4320,0.00000328353846153846
"GO:0045143","homologous chromosome segregation",8,62,0.00000350459770114942
"GO:0051129","negative regulation of cellular component organization",25,741,0.00000430583969465649
"GO:0034728","nucleosome organization",12,174,0.00000440539923954373
"GO:0051310","metaphase plate congression",8,64,0.00000450420454545455
"GO:0060255","regulation of macromolecule metabolic process",109,6964,0.0000046022641509434
"GO:0070316","regulation of G0 to G1 transition",7,45,0.00000527270676691729
"GO:0097659","nucleic acid-templated transcription",69,3670,0.00000536715355805243
"GO:0016310","phosphorylation",52,2431,0.00000557466417910448
"GO:0016070","RNA metabolic process",87,5106,0.00000566728624535316
"GO:0031573","intra-S DNA damage checkpoint",5,16,0.00000587214814814815
"GO:0045023","G0 to G1 transition",7,46,0.00000607549815498155
"GO:0071214","cellular response to abiotic stimulus",16,331,0.00000636604395604396
"GO:0104004","cellular response to environmental stimulus",16,331,0.00000636604395604396
"GO:0016032","viral process",28,921,0.00000645408759124088
"GO:2001252","positive regulation of chromosome organization",12,182,0.00000687410909090909
"GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus",8,68,0.00000690960431654676
"GO:0016444","somatic cell DNA recombination",8,68,0.00000690960431654676
"GO:0071479","cellular response to ionizing radiation",8,68,0.00000690960431654676
"GO:0051252","regulation of RNA metabolic process",70,3777,0.00000699412186379928
"GO:0006611","protein export from nucleus",12,184,0.00000751360714285714
"GO:0009892","negative regulation of metabolic process",70,3790,0.0000080009219858156
"GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",5,17,0.0000080009219858156
"GO:0045814","negative regulation of gene expression, epigenetic",10,123,0.00000872681978798586
"GO:0009157","deoxyribonucleoside monophosphate biosynthetic process",4,8,0.00000912552816901408
"GO:0070507","regulation of microtubule cytoskeleton organization",12,190,0.000010377298245614
"GO:0009123","nucleoside monophosphate metabolic process",8,72,0.0000104476223776224
"GO:2001020","regulation of response to DNA damage stimulus",13,226,0.0000104809375
"GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity",6,32,0.0000104809375
"GO:0042772","DNA damage response, signal transduction resulting in transcription",5,18,0.0000105137931034483
"GO:0007098","centrosome cycle",10,126,0.0000105137931034483
"GO:0048519","negative regulation of biological process",97,6040,0.0000115254295532646
"GO:0071482","cellular response to light stimulus",10,128,0.0000124873720136519
"GO:1904030","negative regulation of cyclin-dependent protein kinase activity",6,33,0.0000124873720136519
"GO:2000104","negative regulation of DNA-dependent DNA replication",5,19,0.0000144698305084746
"GO:0009262","deoxyribonucleotide metabolic process",6,34,0.0000144698305084746
"GO:0072528","pyrimidine-containing compound biosynthetic process",7,53,0.0000151943521594684
"GO:0006342","chromatin silencing",8,76,0.0000151943521594684
"GO:0048478","replication fork protection",4,9,0.0000151943521594684
"GO:0085020","protein K6-linked ubiquitination",4,9,0.0000151943521594684
"GO:1900262","regulation of DNA-directed DNA polymerase activity",4,9,0.0000151943521594684
"GO:1900264","positive regulation of DNA-directed DNA polymerase activity",4,9,0.0000151943521594684
"GO:0006282","regulation of DNA repair",10,132,0.0000160473684210526
"GO:0072527","pyrimidine-containing compound metabolic process",9,103,0.0000160473684210526
"GO:0010629","negative regulation of gene expression",55,2743,0.0000160473684210526
"GO:0009416","response to light stimulus",15,317,0.0000169944262295082
"GO:0034504","protein localization to nucleus",14,277,0.0000179352941176471
"GO:0016233","telomere capping",7,55,0.0000187478964401295
"GO:0036297","interstrand cross-link repair",7,55,0.0000187478964401295
"GO:0044403","symbiotic process",28,980,0.0000187478964401295
"GO:0051168","nuclear export",12,204,0.0000206545161290323
"GO:0031023","microtubule organizing center organization",10,137,0.0000215684887459807
"GO:0051170","import into nucleus",11,171,0.0000224766025641026
"GO:0006351","transcription, DNA-templated",66,3617,0.0000272753993610224
"GO:0046605","regulation of centrosome cycle",7,59,0.0000291305732484076
"GO:2000278","regulation of DNA biosynthetic process",9,113,0.0000338777777777778
"GO:0006338","chromatin remodeling",12,217,0.000037511356466877
"GO:0009162","deoxyribonucleoside monophosphate metabolic process",4,11,0.000037511356466877
"GO:0007095","mitotic G2 DNA damage checkpoint",5,24,0.000046022641509434
"GO:0006606","protein import into nucleus",10,150,0.0000468341692789969
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process",41,1855,0.000047640625
"GO:0032886","regulation of microtubule-based process",12,223,0.0000493919003115265
"GO:0070925","organelle assembly",26,919,0.000052861919504644
"GO:0051347","positive regulation of transferase activity",22,696,0.000052861919504644
"GO:0051255","spindle midzone assembly",4,12,0.0000545808641975309
"GO:0000729","DNA double-strand break processing",5,25,0.0000553510769230769
"GO:0009124","nucleoside monophosphate biosynthetic process",6,43,0.0000561165644171779
"GO:0006796","phosphate-containing compound metabolic process",61,3315,0.0000587422018348624
"GO:0016445","somatic diversification of immunoglobulins",7,66,0.000060422256097561
"GO:0007064","mitotic sister chromatid cohesion",5,26,0.0000667258358662614
"GO:0007568","aging",14,315,0.0000711433333333333
"GO:0006793","phosphorus metabolic process",61,3342,0.0000746129909365559
"GO:0000722","telomere maintenance via recombination",4,13,0.0000771433734939759
"GO:0034605","cellular response to heat",9,126,0.0000778273273273273
"GO:1903506","regulation of nucleic acid-templated transcription",63,3503,0.0000794200598802395
"GO:2000573","positive regulation of DNA biosynthetic process",7,69,0.0000796178041543027
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle",5,27,0.0000796178041543027
"GO:0015949","nucleobase-containing small molecule interconversion",5,27,0.0000796178041543027
"GO:2001141","regulation of RNA biosynthetic process",63,3508,0.0000829905325443787
"GO:1902275","regulation of chromatin organization",11,199,0.0000899410029498525
"GO:0071426","ribonucleoprotein complex export from nucleus",9,130,0.0000986441176470588
"GO:0071166","ribonucleoprotein complex localization",9,131,0.000105745664739884
"GO:1902292","cell cycle DNA replication initiation",3,5,0.000105745664739884
"GO:1902315","nuclear cell cycle DNA replication initiation",3,5,0.000105745664739884
"GO:1902975","mitotic DNA replication initiation",3,5,0.000105745664739884
"GO:0009408","response to heat",10,166,0.000105745664739884
"GO:0019222","regulation of metabolic process",110,7503,0.000105745664739884
"GO:0006305","DNA alkylation",7,73,0.000113899425287356
"GO:0006306","DNA methylation",7,73,0.000113899425287356
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage",8,103,0.000129560906515581
"GO:0007080","mitotic metaphase plate congression",6,50,0.000129560906515581
"GO:0009394","2'-deoxyribonucleotide metabolic process",5,30,0.000129560906515581
"GO:0071480","cellular response to gamma radiation",5,30,0.000129560906515581
"GO:1902751","positive regulation of cell cycle G2/M phase transition",5,30,0.000129560906515581
"GO:0006334","nucleosome assembly",9,136,0.000137419718309859
"GO:0009263","deoxyribonucleotide biosynthetic process",4,15,0.000137419718309859
"GO:0016446","somatic hypermutation of immunoglobulin genes",4,16,0.000178851955307263
"GO:0010165","response to X-ray",5,32,0.000178851955307263
"GO:0019692","deoxyribose phosphate metabolic process",5,32,0.000178851955307263
"GO:0090398","cellular senescence",7,79,0.000186327777777778
"GO:1901989","positive regulation of cell cycle phase transition",8,109,0.000186327777777778
"GO:0000019","regulation of mitotic recombination",3,6,0.000193720994475138
"GO:0006287","base-excision repair, gap-filling",3,6,0.000193720994475138
"GO:0051984","positive regulation of chromosome segregation",5,33,0.000208835616438356
"GO:0051640","organelle localization",20,654,0.000208835616438356
"GO:0006405","RNA export from nucleus",9,144,0.000208835616438356
"GO:0002566","somatic diversification of immune receptors via somatic mutation",4,17,0.000224313351498638
"GO:0006266","DNA ligation",4,17,0.000224313351498638
"GO:0008608","attachment of spindle microtubules to kinetochore",5,34,0.000238975675675676
"GO:0016447","somatic recombination of immunoglobulin gene segments",6,56,0.000238975675675676
"GO:0034508","centromere complex assembly",6,56,0.000238975675675676
"GO:0006468","protein phosphorylation",41,2004,0.000262279569892473
"GO:0075733","intracellular transport of virus",6,57,0.000262279569892473
"GO:0051173","positive regulation of nitrogen compound metabolic process",57,3187,0.000276442666666667
"GO:0009219","pyrimidine deoxyribonucleotide metabolic process",4,18,0.000276442666666667
"GO:0051782","negative regulation of cell division",4,18,0.000276442666666667
"GO:0009987","cellular process",199,17704,0.000291925531914894
"GO:0010216","maintenance of DNA methylation",3,7,0.00033071164021164
"GO:0033313","meiotic cell cycle checkpoint",3,7,0.00033071164021164
"GO:0006304","DNA modification",8,119,0.000337883905013193
"GO:0046112","nucleobase biosynthetic process",4,19,0.000345018421052632
"GO:0033365","protein localization to organelle",25,976,0.00036011811023622
"GO:0042752","regulation of circadian rhythm",8,122,0.000399083769633508
"GO:0001832","blastocyst growth",4,20,0.000421924281984334
"GO:0048522","positive regulation of cellular process",87,5688,0.000428765625
"GO:0006915","apoptotic process",40,1984,0.000443490909090909
"GO:0010638","positive regulation of organelle organization",19,638,0.000449077519379845
"GO:0017038","protein import",10,199,0.000449077519379845
"GO:0046794","transport of virus",6,64,0.000485958868894602
"GO:1901992","positive regulation of mitotic cell cycle phase transition",7,93,0.000485958868894602
"GO:0007144","female meiosis I",3,8,0.000505573979591837
"GO:0051256","mitotic spindle midzone assembly",3,8,0.000505573979591837
"GO:0075713","establishment of integrated proviral latency",3,8,0.000505573979591837
"GO:0016071","mRNA metabolic process",23,878,0.000519804071246819
"GO:0044766","multi-organism transport",6,66,0.000563486075949367
"GO:1902579","multi-organism localization",6,66,0.000563486075949367
"GO:0006397","mRNA processing",17,542,0.000577462121212121
