goId,goName,countDE,countAll,pv_fdr
"GO:0071814","protein-lipid complex binding",5,31,7.61025641025641e-7
"GO:0008035","high-density lipoprotein particle binding",4,13,0.00000102025
"GO:0016215","acyl-CoA desaturase activity",3,4,0.00000159
"GO:0016401","palmitoyl-CoA oxidase activity",3,4,0.00000159
"GO:0016491","oxidoreductase activity",14,744,0.00000258837209302326
"GO:0016717","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",3,5,0.00000371
"GO:0043178","alcohol binding",6,86,0.000005194
"GO:0044323","retinoic acid-responsive element binding",3,6,0.00000686744680851064
"GO:0060228","phosphatidylcholine-sterol O-acyltransferase activator activity",3,6,0.00000686744680851064
"GO:0048037","cofactor binding",11,504,0.0000123666666666667
"GO:0005496","steroid binding",6,103,0.0000136285714285714
"GO:0070325","lipoprotein particle receptor binding",4,26,0.000015582
"GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors",5,59,0.0000160039215686275
"GO:1901567","fatty acid derivative binding",4,28,0.0000206903846153846
"GO:0031210","phosphatidylcholine binding",4,30,0.0000261074074074074
"GO:0050997","quaternary ammonium group binding",4,30,0.0000261074074074074
"GO:0046914","transition metal ion binding",15,1080,0.0000323781818181818
"GO:0097159","organic cyclic compound binding",40,6207,0.000041075
"GO:0050662","coenzyme binding",8,296,0.0000650877192982456
"GO:0050660","flavin adenine dinucleotide binding",5,81,0.0000691694915254237
"GO:0016409","palmitoyltransferase activity",4,39,0.0000691694915254237
"GO:0004611","phosphoenolpyruvate carboxykinase activity",2,2,0.000075359375
"GO:0004613","phosphoenolpyruvate carboxykinase (GTP) activity",2,2,0.000075359375
"GO:0047747","cholate-CoA ligase activity",2,2,0.000075359375
"GO:0050197","phytanate-CoA ligase activity",2,2,0.000075359375
"GO:0070538","oleic acid binding",2,2,0.000075359375
"GO:0005215","transporter activity",15,1200,0.0000970307692307692
"GO:0097367","carbohydrate derivative binding",21,2239,0.000118045454545455
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",6,163,0.000143970149253731
"GO:0008374","O-acyltransferase activity",4,50,0.000169132352941176
"GO:0004370","glycerol kinase activity",2,3,0.0002014
"GO:0050692","DNA binding domain binding",2,3,0.0002014
"GO:0055102","lipase inhibitor activity",3,19,0.000214239436619718
"GO:0120020","cholesterol transfer activity",3,20,0.000247333333333333
"GO:0000062","fatty-acyl-CoA binding",3,21,0.000280756756756757
"GO:0120015","sterol transfer activity",3,21,0.000280756756756757
"GO:0003824","catalytic activity",36,5716,0.00028196
"GO:0008028","monocarboxylic acid transmembrane transporter activity",4,59,0.000288013157894737
"GO:0033218","amide binding",8,380,0.000298727272727273
"GO:0032555","purine ribonucleotide binding",18,1878,0.000351974358974359
"GO:0017076","purine nucleotide binding",18,1892,0.000380392405063291
"GO:0032553","ribonucleotide binding",18,1895,0.0003849125
"GO:0005102","signaling receptor binding",16,1651,0.000824444444444444
"GO:0034190","apolipoprotein receptor binding",2,6,0.000849277108433735
"GO:0036042","long-chain fatty acyl-CoA binding",2,6,0.000849277108433735
"GO:0005506","iron ion binding",5,151,0.0009275
"GO:0015248","sterol transporter activity",3,33,0.00094906976744186
"GO:0071949","FAD binding",3,33,0.00094906976744186
"GO:0016831","carboxy-lyase activity",3,34,0.00102344827586207
"GO:0050543","icosatetraenoic acid binding",2,7,0.0010838202247191
"GO:0050693","LBD domain binding",2,7,0.0010838202247191
"GO:0001103","RNA polymerase II repressing transcription factor binding",3,35,0.00110076923076923
"GO:0032559","adenyl ribonucleotide binding",15,1531,0.00110076923076923
"GO:1901363","heterocyclic compound binding",36,6123,0.00112913043478261
"GO:0030554","adenyl nucleotide binding",15,1543,0.00115688172043011
"GO:0008144","drug binding",16,1730,0.00122351063829787
"GO:0042802","identical protein binding",17,1928,0.00130041237113402
"GO:0008395","steroid hydroxylase activity",3,38,0.00130041237113402
"GO:0016746","transferase activity, transferring acyl groups",6,261,0.00130041237113402
"GO:0120013","lipid transfer activity",3,42,0.00174142857142857
"GO:0003995","acyl-CoA dehydrogenase activity",2,11,0.00254828282828283
"GO:0016830","carbon-carbon lyase activity",3,52,0.0031906
"GO:0005041","low-density lipoprotein particle receptor activity",2,13,0.00352633663366337
"GO:0060229","lipase activator activity",2,14,0.00407372549019608
"GO:0005543","phospholipid binding",7,454,0.00421427184466019
"GO:1901611","phosphatidylglycerol binding",2,15,0.00460182692307692
"GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups",5,231,0.00505266666666667
"GO:0030228","lipoprotein particle receptor activity",2,16,0.005145
"GO:0030145","manganese ion binding",3,64,0.00544364485981308
"GO:0030169","low-density lipoprotein particle binding",2,17,0.00570240740740741
"GO:0070491","repressing transcription factor binding",3,74,0.00810073394495413
"GO:1901681","sulfur compound binding",5,263,0.00849927272727273
"GO:0046943","carboxylic acid transmembrane transporter activity",4,163,0.00932513513513514
"GO:0005342","organic acid transmembrane transporter activity",4,164,0.009440625
"GO:0005158","insulin receptor binding",2,23,0.0100137168141593
"GO:0004676","3-phosphoinositide-dependent protein kinase activity",1,1,0.0103247286821705
"GO:0008123","cholesterol 7-alpha-monooxygenase activity",1,1,0.0103247286821705
"GO:0008397","sterol 12-alpha-hydroxylase activity",1,1,0.0103247286821705
"GO:0016402","pristanoyl-CoA oxidase activity",1,1,0.0103247286821705
"GO:0031073","cholesterol 26-hydroxylase activity",1,1,0.0103247286821705
"GO:0032896","palmitoyl-CoA 9-desaturase activity",1,1,0.0103247286821705
"GO:0033791","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity",1,1,0.0103247286821705
"GO:0033814","propanoyl-CoA C-acyltransferase activity",1,1,0.0103247286821705
"GO:0047749","cholestanetriol 26-monooxygenase activity",1,1,0.0103247286821705
"GO:0050632","propionyl-CoA C2-trimethyltridecanoyltransferase activity",1,1,0.0103247286821705
"GO:0070251","pristanate-CoA ligase activity",1,1,0.0103247286821705
"GO:0070539","linoleic acid binding",1,1,0.0103247286821705
"GO:0070892","lipoteichoic acid immune receptor activity",1,1,0.0103247286821705
"GO:0120019","phosphatidylcholine transfer activity",1,1,0.0103247286821705
"GO:0150025","oxidised low-density lipoprotein particle receptor activity",1,1,0.0103247286821705
"GO:1904121","phosphatidylethanolamine transfer activity",1,1,0.0103247286821705
"GO:0001972","retinoic acid binding",2,27,0.0119861538461538
"GO:0001223","transcription coactivator binding",2,29,0.0136788549618321
"GO:0016829","lyase activity",4,192,0.0140249242424242
"GO:0004497","monooxygenase activity",3,102,0.0163742105263158
"GO:0004421","hydroxymethylglutaryl-CoA synthase activity",1,2,0.0191105035971223
"GO:0016213","linoleoyl-CoA desaturase activity",1,2,0.0191105035971223
"GO:0016509","long-chain-3-hydroxyacyl-CoA dehydrogenase activity",1,2,0.0191105035971223
"GO:0017129","triglyceride binding",1,2,0.0191105035971223
"GO:0032810","sterol response element binding",1,2,0.0191105035971223
"GO:1990698","palmitoleoyltransferase activity",1,2,0.0191105035971223
"GO:0008514","organic anion transmembrane transporter activity",4,235,0.0259942483660131
"GO:0005501","retinoid binding",2,43,0.0259942483660131
"GO:0004165","dodecenoyl-CoA delta-isomerase activity",1,3,0.0259942483660131
"GO:0004471","malate dehydrogenase (decarboxylating) (NAD+) activity",1,3,0.0259942483660131
"GO:0004473","malate dehydrogenase (decarboxylating) (NADP+) activity",1,3,0.0259942483660131
"GO:0015225","biotin transmembrane transporter activity",1,3,0.0259942483660131
"GO:0015636","short-chain fatty acid transmembrane transporter activity",1,3,0.0259942483660131
"GO:0016508","long-chain-enoyl-CoA hydratase activity",1,3,0.0259942483660131
"GO:0017077","oxidative phosphorylation uncoupler activity",1,3,0.0259942483660131
"GO:0030343","vitamin D3 25-hydroxylase activity",1,3,0.0259942483660131
"GO:0050633","acetyl-CoA C-myristoyltransferase activity",1,3,0.0259942483660131
"GO:0060230","lipoprotein lipase activator activity",1,3,0.0259942483660131
"GO:0070644","vitamin D response element binding",1,3,0.0259942483660131
"GO:0070991","medium-chain-acyl-CoA dehydrogenase activity",1,3,0.0259942483660131
"GO:0019840","isoprenoid binding",2,44,0.0261868181818182
"GO:0035639","purine ribonucleoside triphosphate binding",13,1813,0.0267598709677419
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",2,45,0.0269926282051282
"GO:0020037","heme binding",3,136,0.0303889171974522
"GO:0044877","protein-containing complex binding",10,1257,0.0317932911392405
"GO:0004466","long-chain-acyl-CoA dehydrogenase activity",1,4,0.0320348502994012
"GO:0004470","malic enzyme activity",1,4,0.0320348502994012
"GO:0008948","oxaloacetate decarboxylase activity",1,4,0.0320348502994012
"GO:0034189","very-low-density lipoprotein particle binding",1,4,0.0320348502994012
"GO:0034191","apolipoprotein A-I receptor binding",1,4,0.0320348502994012
"GO:0070053","thrombospondin receptor activity",1,4,0.0320348502994012
"GO:0070643","vitamin D 25-hydroxylase activity",1,4,0.0320348502994012
"GO:0001221","transcription cofactor binding",2,51,0.0320348502994012
"GO:0042887","amide transmembrane transporter activity",2,51,0.0320348502994012
"GO:0005524","ATP binding",11,1473,0.0330145833333333
"GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding",4,267,0.0339137647058824
"GO:0046906","tetrapyrrole binding",3,146,0.0339137647058824
"GO:0004465","lipoprotein lipase activity",1,5,0.0375215909090909
"GO:0015254","glycerol channel activity",1,5,0.0375215909090909
"GO:0019107","myristoyltransferase activity",1,5,0.0375215909090909
"GO:0030156","benzodiazepine receptor binding",1,5,0.0375215909090909
"GO:0046912","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",1,5,0.0375215909090909
"GO:0051525","NFAT protein binding",1,5,0.0375215909090909
"GO:0035473","lipase binding",1,6,0.0442091061452514
"GO:0050544","arachidonic acid binding",1,6,0.0442091061452514
"GO:1990050","phosphatidic acid transfer activity",1,6,0.0442091061452514
"GO:0003988","acetyl-CoA C-acyltransferase activity",1,7,0.0503586885245902
"GO:0015168","glycerol transmembrane transporter activity",1,7,0.0503586885245902
"GO:0015204","urea transmembrane transporter activity",1,7,0.0503586885245902
"GO:0050542","icosanoid binding",1,7,0.0503586885245902
"GO:0008270","zinc ion binding",7,810,0.0514560869565217
"GO:0051427","hormone receptor binding",3,177,0.051558972972973
"GO:0042277","peptide binding",4,316,0.0533162903225806
"GO:0038024","cargo receptor activity",2,72,0.0546778609625668
"GO:0003857","3-hydroxyacyl-CoA dehydrogenase activity",1,8,0.0553375789473684
"GO:0016615","malate dehydrogenase activity",1,8,0.0553375789473684
"GO:0097371","MDM2/MDM4 family protein binding",1,8,0.0553375789473684
"GO:0008526","phosphatidylinositol transfer activity",1,9,0.0607108205128205
"GO:0051185","coenzyme transmembrane transporter activity",1,9,0.0607108205128205
"GO:0120016","sphingolipid transfer activity",1,9,0.0607108205128205
"GO:0120017","ceramide transfer activity",1,9,0.0607108205128205
"GO:0005488","binding",63,16274,0.0607108205128205
"GO:0001540","amyloid-beta binding",2,81,0.0647735714285714
"GO:0004300","enoyl-CoA hydratase activity",1,10,0.0651557213930348
"GO:0004955","prostaglandin receptor activity",1,10,0.0651557213930348
"GO:0016725","oxidoreductase activity, acting on CH or CH2 groups",1,10,0.0651557213930348
"GO:0032052","bile acid binding",1,10,0.0651557213930348
"GO:0052740","1-acyl-2-lysophosphatidylserine acylhydrolase activity",1,10,0.0651557213930348
"GO:0140297","DNA-binding transcription factor binding",4,347,0.0659167821782178
"GO:0004954","prostanoid receptor activity",1,11,0.0694684057971015
"GO:0008429","phosphatidylethanolamine binding",1,11,0.0694684057971015
"GO:0015166","polyol transmembrane transporter activity",1,11,0.0694684057971015
"GO:0052739","phosphatidylserine 1-acylhydrolase activity",1,11,0.0694684057971015
"GO:1901612","cardiolipin binding",1,11,0.0694684057971015
"GO:0008509","anion transmembrane transporter activity",4,359,0.0711142788461539
"GO:0008525","phosphatidylcholine transporter activity",1,12,0.0738675
"GO:0008970","phospholipase A1 activity",1,12,0.0738675
"GO:0016004","phospholipase activator activity",1,12,0.0738675
"GO:0019992","diacylglycerol binding",1,12,0.0738675
"GO:0019904","protein domain specific binding",6,714,0.073903896713615
"GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding",1,13,0.0780467741935484
"GO:0015250","water channel activity",1,13,0.0780467741935484
"GO:0031386","protein tag",1,13,0.0780467741935484
"GO:0035325","Toll-like receptor binding",1,13,0.0780467741935484
"GO:0004857","enzyme inhibitor activity",4,381,0.0813477064220183
"GO:0015562","efflux transmembrane transporter activity",1,14,0.0831277168949772
"GO:0016922","nuclear receptor binding",2,101,0.0859539545454545
"GO:0004953","icosanoid receptor activity",1,15,0.086150796460177
"GO:0005372","water transmembrane transporter activity",1,15,0.086150796460177
"GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds",1,15,0.086150796460177
"GO:0042809","vitamin D receptor binding",1,15,0.086150796460177
"GO:0043274","phospholipase binding",1,15,0.086150796460177
"GO:0046624","sphingolipid transporter activity",1,15,0.086150796460177
"GO:0001161","intronic transcription regulatory region sequence-specific DNA binding",1,16,0.090530480349345
"GO:0043395","heparan sulfate proteoglycan binding",1,16,0.090530480349345
"GO:0097001","ceramide binding",1,16,0.090530480349345
"GO:0034185","apolipoprotein binding",1,17,0.0956050869565217
"GO:0046965","retinoid X receptor binding",1,18,0.100619696969697
"GO:0070300","phosphatidic acid binding",1,19,0.105559094827586
"GO:0016408","C-acyltransferase activity",1,20,0.110456094420601
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",2,122,0.112663504273504
"GO:0043495","protein-membrane adaptor activity",1,21,0.114302584745763
"GO:0050750","low-density lipoprotein particle receptor binding",1,21,0.114302584745763
"GO:0033691","sialic acid binding",1,22,0.118238786610879
"GO:0120014","phospholipid transfer activity",1,22,0.118238786610879
"GO:0031072","heat shock protein binding",2,127,0.118238786610879
"GO:0038187","pattern recognition receptor activity",1,23,0.122168298755187
"GO:0050431","transforming growth factor beta binding",1,23,0.122168298755187
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors",2,132,0.124775578512397
"GO:0046625","sphingolipid binding",1,25,0.131239341563786
"GO:0042803","protein homodimerization activity",5,662,0.134609139344262
"GO:0042974","retinoic acid receptor binding",1,27,0.139517113821138
"GO:0051393","alpha-actinin binding",1,27,0.139517113821138
"GO:0035257","nuclear hormone receptor binding",2,144,0.141715991902834
"GO:0045499","chemorepellent activity",1,28,0.142693453815261
"GO:0051184","cofactor transmembrane transporter activity",1,28,0.142693453815261
"GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",7,1106,0.1486968
"GO:0004806","triglyceride lipase activity",1,30,0.151134462151394
"GO:0051059","NF-kappaB binding",1,31,0.15529
"GO:0090482","vitamin transmembrane transporter activity",1,32,0.159383359683794
"GO:0000987","cis-regulatory region sequence-specific DNA binding",7,1132,0.160377165354331
"GO:0031624","ubiquitin conjugating enzyme binding",1,33,0.162788980392157
"GO:0043169","cation binding",20,4283,0.166283359375
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific",3,333,0.169346342412451
"GO:0001217","DNA-binding transcription repressor activity",3,334,0.169399459459459
"GO:0019825","oxygen binding",1,35,0.169399459459459
"GO:0008047","enzyme activator activity",4,527,0.171830076923077
"GO:0042805","actinin binding",1,36,0.17194858778626
"GO:0043394","proteoglycan binding",1,36,0.17194858778626
"GO:0008201","heparin binding",2,169,0.173580038022814
"GO:0015144","carbohydrate transmembrane transporter activity",1,38,0.178822
"GO:0043531","ADP binding",1,38,0.178822
"GO:0044390","ubiquitin-like protein conjugating enzyme binding",1,39,0.182529210526316
"GO:0030159","signaling receptor complex adaptor activity",1,41,0.190502247191011
"GO:0030331","estrogen receptor binding",1,42,0.193375130111524
"GO:1901682","sulfur compound transmembrane transporter activity",1,42,0.193375130111524
"GO:0005044","scavenger receptor activity",1,46,0.209546296296296
"GO:0019902","phosphatase binding",2,194,0.210210516605166
"GO:0005548","phospholipid transporter activity",1,48,0.215519743589744
"GO:1901618","organic hydroxy compound transmembrane transporter activity",1,48,0.215519743589744
"GO:0070888","E-box binding",1,50,0.222911423357664
"GO:0015318","inorganic molecular entity transmembrane transporter activity",5,820,0.229925563636364
"GO:0016860","intramolecular oxidoreductase activity",1,53,0.233367065217391
"GO:0050661","NADP binding",1,54,0.236502454873646
"GO:0030234","enzyme regulator activity",6,1059,0.23797381294964
"GO:0022857","transmembrane transporter activity",6,1065,0.241402652329749
"GO:0043621","protein self-association",1,57,0.24569475
"GO:0019899","enzyme binding",11,2275,0.24636512455516
"GO:0051287","NAD binding",1,58,0.24780695035461
"GO:0016836","hydro-lyase activity",1,59,0.250759293286219
"GO:0008134","transcription factor binding",4,642,0.258981514084507
"GO:0005539","glycosaminoglycan binding",2,234,0.266664385964912
"GO:0035591","signaling adaptor activity",1,68,0.281622727272727
"GO:0030674","protein-macromolecule adaptor activity",2,244,0.281791951219512
"GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",7,1376,0.28567
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",4,679,0.290214429065744
"GO:0019003","GDP binding",1,73,0.295635827586207
"GO:0016835","carbon-oxygen lyase activity",1,75,0.301670171821306
"GO:0033613","activating transcription factor binding",1,80,0.317980034246575
"GO:0035258","steroid hormone receptor binding",1,81,0.320313549488055
"GO:0016209","antioxidant activity",1,84,0.329369761904762
"GO:0030165","PDZ domain binding",1,86,0.334943830508475
"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",7,1462,0.336983310810811
"GO:0038023","signaling receptor activity",7,1470,0.339489733333333
"GO:0060089","molecular transducer activity",7,1470,0.339489733333333
"GO:0000976","transcription regulatory region sequence-specific DNA binding",7,1471,0.339489733333333
"GO:0001067","regulatory region nucleic acid binding",7,1472,0.339489733333333
"GO:0016301","kinase activity",4,745,0.342614186046512
"GO:0046983","protein dimerization activity",5,1016,0.36818678807947
"GO:0016740","transferase activity",10,2295,0.373522310231023
"GO:0003700","DNA-binding transcription factor activity",7,1527,0.373733684210526
"GO:0060090","molecular adaptor activity",2,313,0.376656229508197
"GO:0031490","chromatin DNA binding",1,106,0.38489431372549
"GO:0009055","electron transfer activity",1,107,0.385358181818182
"GO:0047485","protein N-terminus binding",1,107,0.385358181818182
"GO:0004620","phospholipase activity",1,109,0.389994239482201
"GO:1990837","sequence-specific double-stranded DNA binding",7,1574,0.399674709677419
"GO:0005179","hormone activity",1,122,0.424466945337621
"GO:0003682","chromatin binding",3,596,0.429384935897436
"GO:0017124","SH3 domain binding",1,131,0.446219361022364
"GO:0015075","ion transmembrane transporter activity",4,875,0.45339921630094
"GO:0016298","lipase activity",1,135,0.45339921630094
"GO:0003690","double-stranded DNA binding",7,1662,0.45339921630094
"GO:0019955","cytokine binding",1,136,0.45339921630094
"GO:0002020","protease binding",1,137,0.45339921630094
"GO:0019838","growth factor binding",1,137,0.45339921630094
"GO:0005525","GTP binding",2,376,0.45413878125
"GO:0032550","purine ribonucleoside binding",2,379,0.457139034267913
"GO:0001883","purine nucleoside binding",2,382,0.458673157894737
"GO:0032549","ribonucleoside binding",2,382,0.458673157894737
"GO:0052689","carboxylic ester hydrolase activity",1,143,0.461041472392638
"GO:0043565","sequence-specific DNA binding",7,1692,0.461041472392638
"GO:0005178","integrin binding",1,144,0.461041472392638
"GO:0001882","nucleoside binding",2,388,0.461662415902141
"GO:0016772","transferase activity, transferring phosphorus-containing groups",4,910,0.467301646341463
"GO:0019903","protein phosphatase binding",1,149,0.468726555891239
"GO:0019001","guanyl nucleotide binding",2,397,0.468726555891239
"GO:0032561","guanyl ribonucleotide binding",2,397,0.468726555891239
"GO:0019901","protein kinase binding",3,665,0.478679397590361
"GO:0046872","metal ion binding",16,4196,0.486711891891892
"GO:0016853","isomerase activity",1,166,0.500627844311377
"GO:0005201","extracellular matrix structural constituent",1,168,0.503530059701493
"GO:0004674","protein serine/threonine kinase activity",2,435,0.512995833333333
"GO:0098772","molecular function regulator",7,1840,0.542977159763314
"GO:0008022","protein C-terminus binding",1,189,0.542977159763314
"GO:0019900","kinase binding",3,751,0.556620383480826
"GO:0048018","receptor ligand activity",2,485,0.569943294117647
"GO:0030546","signaling receptor activator activity",2,490,0.574310175953079
"GO:0000287","magnesium ion binding",1,216,0.587850584795322
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",2,513,0.597958979591837
"GO:0001216","DNA-binding transcription activator activity",2,516,0.599661104651163
"GO:0005125","cytokine activity",1,233,0.612279043478261
"GO:0030545","receptor regulator activity",2,532,0.614144393063584
"GO:0140110","transcription regulator activity",7,1985,0.617613429394813
"GO:0004672","protein kinase activity",2,573,0.654154022988506
"GO:0030246","carbohydrate binding",1,266,0.6567018
"GO:0003713","transcription coactivator activity",1,267,0.6567018
"GO:0031625","ubiquitin protein ligase binding",1,297,0.696539287749288
"GO:0005515","protein binding",48,13634,0.698955568181818
"GO:0046982","protein heterodimerization activity",1,310,0.709219575070822
"GO:0044389","ubiquitin-like protein ligase binding",1,316,0.714604689265537
"GO:0008092","cytoskeletal protein binding",3,988,0.726741971830986
"GO:0003779","actin binding",1,439,0.831008735955056
"GO:0003677","DNA binding",7,2471,0.832016862745098
"GO:0015267","channel activity",1,481,0.85475713091922
"GO:0022803","passive transmembrane transporter activity",1,482,0.85475713091922
"GO:0003712","transcription coregulator activity",1,498,0.862605916666667
"GO:0050839","cell adhesion molecule binding",1,514,0.869835706371191
"GO:0005198","structural molecule activity",1,688,0.942391243093923
"GO:0005509","calcium ion binding",1,702,0.943985482093664
"GO:0016788","hydrolase activity, acting on ester bonds",1,764,0.957516346153846
"GO:0004930","G protein-coupled receptor activity",1,863,0.974032547945205
"GO:0004888","transmembrane signaling receptor activity",1,1279,1
"GO:0003676","nucleic acid binding",8,4216,1
"GO:0140096","catalytic activity, acting on a protein",2,2225,1
"GO:0003723","RNA binding",1,1926,1
"GO:0016787","hydrolase activity",1,2523,1
"GO:0003674","molecular_function",65,18125,1
