NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_76	FOSB	234	24.21582794189453	0.71014076	Yes	
row_77	ZBTB10	236	24.183168411254883	0.7152193	Yes	
row_78	CD44	243	23.855697631835938	0.7199389	Yes	
row_79	IFNGR2	254	22.995319366455078	0.72424406	Yes	
row_80	IL7R	264	22.66120719909668	0.7285362	Yes	
row_81	GFPT2	268	22.5992374420166	0.7331625	Yes	
row_82	NFE2L2	271	22.419584274291992	0.7378086	Yes	
row_83	TNFAIP8	275	22.357675552368164	0.7423836	Yes	
row_84	TRAF1	287	21.69326400756836	0.7463544	Yes	
row_85	RELA	291	21.634048461914062	0.7507757	Yes	
row_86	ZFP36	295	21.52083969116211	0.755173	Yes	
row_87	GCH1	301	21.41737174987793	0.75943255	Yes	
row_88	CEBPB	303	21.379533767700195	0.7639156	Yes	
row_89	TLR2	305	21.30933952331543	0.76838374	Yes	
row_90	ABCA1	330	20.565847396850586	0.7713624	Yes	
row_91	MAP3K8	331	20.56462860107422	0.7757303	Yes	
row_92	NFAT5	340	20.35910415649414	0.7795914	Yes	
row_93	SERPINE1	353	19.931072235107422	0.78312993	Yes	
row_94	BCL6	359	19.870573043823242	0.7870609	Yes	
row_95	KLF4	363	19.73697280883789	0.79107934	Yes	
row_96	KLF10	370	19.551206588745117	0.79488456	Yes	
row_97	BTG1	372	19.50025749206543	0.7989685	Yes	
row_98	BTG3	380	19.33767318725586	0.8026705	Yes	
row_99	F2RL1	383	19.251901626586914	0.8066438	Yes	
row_100	RHOB	384	19.223295211791992	0.81072676	Yes	
row_101	DUSP4	393	18.992820739746094	0.8142976	Yes	
row_102	PLAUR	405	18.762845993041992	0.81764597	Yes	
row_103	TIPARP	408	18.729129791259766	0.82150817	Yes	
row_104	SERPINB8	410	18.72355079650879	0.8254271	Yes	
row_105	KYNU	431	18.3271427154541	0.8281619	Yes	
row_106	NR4A2	436	18.226348876953125	0.83180153	Yes	
row_107	RCAN1	467	17.680072784423828	0.8338199	Yes	
row_108	PFKFB3	478	17.50184440612793	0.83695835	Yes	
row_109	SLC2A6	501	17.124887466430664	0.8393219	Yes	
row_110	FOS	502	17.11933708190918	0.84295803	Yes	
row_111	IER5	517	16.92197036743164	0.8457417	Yes	
row_112	SMAD3	532	16.72650909423828	0.84848386	Yes	
row_113	HBEGF	538	16.657033920288086	0.8517323	Yes	
row_114	MXD1	555	16.246261596679688	0.8542567	Yes	
row_115	LDLR	580	15.741121292114258	0.8562106	Yes	
row_116	CLCF1	588	15.571416854858398	0.8591126	Yes	
row_117	GADD45A	596	15.454299926757812	0.86198986	Yes	
row_118	SPSB1	607	15.316964149475098	0.8646642	Yes	
row_119	NFIL3	612	15.1788911819458	0.8676566	Yes	
row_120	ACKR3	642	14.88306999206543	0.8691388	Yes	
row_121	IER2	657	14.670426368713379	0.8714442	Yes	
row_122	ICOSLG	681	14.276177406311035	0.87314487	Yes	
row_123	PMEPA1	769	13.381521224975586	0.87095034	Yes	
row_124	SNN	772	13.357638359069824	0.87367165	Yes	
row_125	MAP2K3	830	12.911418914794922	0.87311405	Yes	
row_126	CEBPD	852	12.674882888793945	0.8745904	Yes	
row_127	B4GALT5	858	12.627516746520996	0.876983	Yes	
row_128	DENND5A	878	12.397183418273926	0.87851614	Yes	
row_129	CSF2	879	12.39326286315918	0.8811484	Yes	
row_130	NINJ1	926	11.908305168151855	0.8810146	Yes	
row_131	BIRC2	941	11.796446800231934	0.8827096	Yes	
row_132	PER1	985	11.409396171569824	0.8826435	Yes	
row_133	TANK	993	11.375541687011719	0.8846544	Yes	
row_134	PDE4B	1099	10.702892303466797	0.88084877	No	
row_135	LAMB3	1159	10.349433898925781	0.8796312	No	
row_136	LITAF	1177	10.251639366149902	0.88082445	No	
row_137	KLF9	1203	10.110435485839844	0.88152456	No	
row_138	TNFSF9	1353	9.281365394592285	0.8748697	No	
row_139	IL6ST	1473	8.665905952453613	0.86982095	No	
row_140	YRDC	1573	8.186376571655273	0.8658282	No	
row_141	EGR3	1609	7.9949564933776855	0.8655001	No	
row_142	ETS2	1637	7.864810943603516	0.8656074	No	
row_143	BCL2A1	1660	7.770430088043213	0.86598414	No	
row_144	TNF	1721	7.569882392883301	0.86411834	No	
row_145	CDKN1A	1726	7.551590919494629	0.86549073	No	
row_146	MARCKS	1796	7.26899528503418	0.86304	No	
row_147	CSF1	1820	7.189850330352783	0.8632355	No	
row_148	TUBB2A	1862	7.070997714996338	0.8623637	No	
row_149	TAP1	1930	6.8610734939575195	0.8599421	No	
row_150	TNFRSF9	1948	6.816242218017578	0.8604056	No	
row_151	EHD1	1970	6.737173080444336	0.86062086	No	
row_152	STAT5A	1997	6.670497417449951	0.8605324	No	
row_153	TRIP10	2060	6.45734977722168	0.8583145	No	
row_154	MYC	2157	6.158939361572266	0.8540648	No	
row_155	IL23A	2222	6.006831169128418	0.85163546	No	
row_156	CCL5	2352	5.592171669006348	0.8453549	No	
row_157	DNAJB4	2454	5.356720447540283	0.8406454	No	
row_158	EDN1	2515	5.194602966308594	0.8382751	No	
row_159	KLF2	2572	5.092633247375488	0.8361147	No	
row_160	EGR2	2653	4.911408424377441	0.8325264	No	
row_161	PHLDA2	2716	4.732598781585693	0.8299421	No	
row_162	IL18	2732	4.703275203704834	0.8300727	No	
row_163	FJX1	2877	4.411593914031982	0.82267296	No	
row_164	BCL3	2985	4.192330360412598	0.8173688	No	
row_165	CD69	3002	4.1565470695495605	0.81732535	No	
row_166	PDLIM5	3051	4.064232349395752	0.81540966	No	
row_167	CXCL10	3346	3.554537534713745	0.79914385	No	
row_168	FUT4	3598	3.208817481994629	0.78529406	No	
row_169	DUSP2	3719	2.9926445484161377	0.7789824	No	
row_170	CD83	3803	2.8892662525177	0.7747909	No	
row_171	JAG1	3830	2.851599931716919	0.7738913	No	
row_172	IFIT2	3966	2.6699540615081787	0.76664275	No	
row_173	PTPRE	4103	2.490806818008423	0.75929826	No	
row_174	TNIP2	4259	2.2938482761383057	0.7508119	No	
row_175	IFIH1	4403	2.1367745399475098	0.7429869	No	
row_176	SGK1	4460	2.0659255981445312	0.74018365	No	
row_177	CCRL2	4477	2.036839723587036	0.73969	No	
row_178	CCND1	5795	0.9170529246330261	0.6636386	No	
row_179	CCL4	6167	0.6937183737754822	0.64230734	No	
row_180	CXCL11	6521	0.551971435546875	0.62198806	No	
row_181	PLAU	6537	0.542605459690094	0.6212349	No	
row_182	IL15RA	6582	0.519750714302063	0.61879796	No	
row_183	PTGER4	6590	0.5147674083709717	0.618502	No	
row_184	CCN1	7136	0.37783360481262207	0.5870302	No	
row_185	BTG2	7494	0.22711805999279022	0.5664103	No	
row_186	CD80	7660	0.16316211223602295	0.55689245	No	
row_187	PLEK	8328	0.0	0.5182773	No	
row_188	IL12B	8813	0.0	0.4902567	No	
row_189	SLC16A6	9227	-0.014573297463357449	0.46634963	No	
row_190	DDX58	10317	-0.23384542763233185	0.40335292	No	
row_191	SIK1	11087	-0.44890159368515015	0.35892794	No	
row_192	F3	13480	-1.429816484451294	0.22074959	No	
row_193	TNC	14297	-1.9216762781143188	0.17391638	No	
row_194	GADD45B	16447	-4.132871150970459	0.050380368	No	
row_195	HES1	16735	-4.759947299957275	0.034775842	No	
row_196	PLK2	17065	-5.943075180053711	0.016991068	No	
row_197	SOCS3	17258	-7.268410682678223	0.0074192435	No	
row_198	ID2	17465	-22.852209091186523	3.468629E-4	No	
